,Year,Artist,Track,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature,Track_Popularity,Top
1018,2009,Five Finger Death Punch,War Is the Answer,0.557,0.886,11,-4.196,0,0.0498,0.000595,9.84E-05,0.0904,0.17,114.025,262440,4,68,0
1019,2013,Craig Campbell,Never Regret,0.681,0.747,6,-5.731,0,0.0329,0.0571,2.12E-06,0.171,0.282,106.977,212960,4,57,0
1020,2009,Eminem,Relapse: Refill,0.674,0.879,6,-2.573,0,0.174,0.0887,0,0.11,0.403,84.08,297520,4,69,0
1021,2013,Tech N9ne,Something Else,0.715,0.468,2,-7.664,0,0.147,0.0994,0,0.125,0.673,194.902,236373,3,61,0
1022,2013,Arctic Monkeys,AM,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4,82,0
1023,2010,CeeLo Green,The Lady Killer,0.696,0.875,0,-3.682,1,0.0649,0.134,0,0.159,0.772,127.39,222733,4,62,0
1024,2012,Various Artists,The Hunger Games: Songs From District 12 And Beyond,0.472,0.3,7,-10.807,1,0.028,0.883,1.04E-05,0.0698,0.289,144.317,240067,4,63,0
1025,2013,Wisin & Yandel,La Historia De El Dúo (Vol.1),0.879,0.689,10,-6.43,1,0.108,0.119,0,0.249,0.736,95.034,227280,4,68,0
1026,2013,Jason Derulo,Talk Dirty,0.568,0.631,7,-5.623,1,0.0273,0.033,0,0.144,0.23,105.096,225027,4,60,0
1027,2012,Of Monsters and Men,My Head Is An Animal,0.446,0.757,1,-5.177,1,0.0322,0.0206,0,0.146,0.421,102.88,266600,4,74,0
1028,2013,Marc Anthony,3,0.574,0.802,7,-3.976,1,0.0316,0.659,5.07E-06,0.0765,0.739,93.536,280453,4,69,0
1029,2013,Eminem,Rap God,0.708,0.849,7,-2.666,1,0.324,0.38,0,0.849,0.649,148.102,363973,4,68,0
1030,2012,P!nk,The Truth About Love,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4,70,0
1031,2010,Randy Travis,Top 10,0.701,0.678,2,-8.491,1,0.0264,0.302,1.55E-05,0.159,0.708,90.607,212587,4,61,0
1032,2012,Mumford & Sons,Babel (Deluxe Version),0.336,0.584,7,-7.532,0,0.0349,0.0165,0.00418,0.106,0.203,79.945,307853,4,58,0
1033,2011,Ed Sheeran,+,0.592,0.637,11,-8.48,1,0.0992,0.562,0,0.13,0.565,159.701,185093,4,72,0
1034,2012,Milo Greene,Milo Greene,0.388,0.595,1,-9.799,1,0.0325,0.663,5.58E-05,0.178,0.596,190.043,204213,4,61,0
1035,2010,Eminem,Recovery,0.619,0.972,11,-0.517,1,0.416,0.13,0,0.782,0.584,169.04,303733,4,64,0
1036,2010,Bon Jovi,Bon Jovi Greatest Hits,0.52,0.887,0,-3.296,1,0.0349,0.0665,0.000179,0.186,0.793,122.528,250627,4,61,0
1037,2011,Bon Iver,Bon Iver,0.375,0.304,1,-14.52,1,0.0302,0.943,0.303,0.126,0.147,147.989,336613,4,70,0
1038,2011,Skrillex,More Monsters and Sprites EP,0.429,0.948,5,-3.657,0,0.227,0.00711,0.0148,0.0812,0.55,115.785,261517,3,68,0
1039,2013,J. Cole,Born Sinner,0.838,0.505,1,-9.354,1,0.383,0.548,0.00127,0.211,0.407,110.029,268667,4,66,0
1040,2013,Various Artists,Fast & Furious 6,0.554,0.899,8,-4.573,1,0.408,0.0521,0,0.0568,0.552,171.966,227893,4,61,0
1041,2013,Ariana Grande,Yours Truly,0.454,0.521,7,-4.143,1,0.0285,0.413,0,0.119,0.235,72.28,194707,4,59,0
1042,2013,Britney Spears,Britney Jean (Deluxe Version),0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,247960,4,69,0
1043,2012,Florida Georgia Line,Here's To The Good Times,0.497,0.927,0,-4.52,1,0.0371,0.00286,1.26E-06,0.413,0.607,96.991,222013,4,62,0
1044,2012,2 Chainz,Based On A T.R.U. Story (Deluxe),0.634,0.665,6,-5.984,0,0.176,0.0172,0,0.365,0.611,131.108,237827,4,58,0
1045,2012,Taylor Swift,Red (Deluxe Edition),0.6,0.631,0,-7.783,1,0.0255,0.0398,0.000469,0.128,0.314,93.04,327893,4,61,0
1046,2013,James Arthur,James Arthur (Deluxe),0.406,0.62,9,-8.751,1,0.153,0.471,9.72E-05,0.0893,0.26,129.812,233467,4,68,0
1047,2013,Brett Eldredge,Bring You Back,0.647,0.586,0,-6.883,1,0.0313,0.115,1.69E-06,0.121,0.165,87.994,228907,4,61,0
1048,2010,Mike Posner,31 Minutes to Takeoff,0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016,196813,4,60,0
1049,2011,Christina Perri,lovestrong.,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,246587,4,73,0
1050,2013,Ariana Grande,Yours Truly,0.4,0.337,2,-7.404,1,0.0355,0.831,0,0.0934,0.352,108.196,327773,5,63,0
1051,2013,Lil Wayne,I Am Not A Human Being II (Deluxe),0.674,0.608,8,-6.628,0,0.0334,0.0119,0,0.103,0.464,124.952,253440,4,67,0
1052,2011,Philip Bailey,Chinese Wall (Expanded Edition),0.74,0.923,1,-5.082,1,0.0369,0.105,0.000163,0.0825,0.93,128.871,305867,4,61,0
1053,2012,Los Cuates de Sinaloa,Nací Pa' Matar,0.782,0.66,7,-5.629,1,0.0267,0.295,0,0.199,0.765,107.484,183573,3,63,0
1054,2009,Aventura,The Last,0.812,0.506,1,-10.729,1,0.0533,0.143,0,0.132,0.701,125.941,238720,4,70,0
1055,2013,Drake,Nothing Was The Same (Deluxe),0.794,0.522,8,-7.829,1,0.159,0.0328,0,0.156,0.567,86.318,174133,4,68,0
1056,2013,Villagers,Spotify Sessions,0.579,0.415,7,-11.599,1,0.0397,0.929,0.0018,0.671,0.42,102.713,219093,4,70,0
1057,2009,Foo Fighters,Greatest Hits,0.643,0.344,2,-11.342,1,0.0349,0.909,0.0112,0.106,0.547,144.171,250907,4,68,0
1058,2010,Kesha,Cannibal,0.734,0.821,8,-4.893,1,0.0406,0.00709,0.00281,0.127,0.648,119.993,204150,4,64,0
1059,2012,G-Eazy,Must Be Nice,0.435,0.641,10,-7.274,1,0.104,0.131,0,0.273,0.156,115.534,196216,3,60,0
1060,2013,James Arthur,James Arthur (Deluxe),0.376,0.696,0,-4.785,0,0.0949,0.141,0,0.11,0.303,169.515,209440,4,76,0
1061,2013,Drake,Nothing Was The Same (Deluxe),0.484,0.78,9,-5.264,0,0.135,0.147,0,0.057,0.271,137.101,267373,4,59,0
1062,2012,Stone Sour,House of Gold & Bones Part 1,0.552,0.988,1,-2.555,0,0.0787,0.000108,0.309,0.846,0.619,139.941,229840,4,66,0
1063,2009,Madonna,Celebration (double disc version),0.742,0.883,0,-3.419,1,0.0329,0.333,7.51E-06,0.0964,0.978,136.506,240280,4,71,0
1064,2013,Rainbow Kitten Surprise,Seven + Mary,0.554,0.337,1,-10.189,1,0.0351,0.581,0,0.0871,0.216,89.961,343485,4,62,0
1065,2012,The Weeknd,Trilogy,0.641,0.539,5,-6.351,0,0.0463,0.346,7.04E-06,0.0837,0.436,148.004,286680,4,62,0
1066,2012,fun.,Some Nights (Spotify Exclusive),0.378,0.638,10,-5.576,1,0.075,0.02,7.66E-05,0.0849,0.735,184.086,250627,4,69,0
1067,2011,Childish Gambino,Camp,0.8,0.569,1,-6.843,0,0.119,0.00545,0.000319,0.0542,0.325,119.954,269840,4,63,0
1068,2012,Daughter,Wild Youth EP,0.243,0.313,3,-12.069,1,0.0285,0.115,0.237,0.593,0.22,92.975,258973,3,60,0
1069,2011,Drake,Take Care (Deluxe),0.567,0.309,8,-14.254,1,0.385,0.166,0,0.12,0.509,65.041,321080,4,60,0
1070,2012,Danny Brown,Grown Up,0.649,0.764,11,-6.442,1,0.261,0.117,0,0.12,0.703,93.083,139931,4,62,0
1071,2012,Kid Ink,Up & Away,0.597,0.545,8,-6.956,1,0.102,0.339,0,0.107,0.344,134.043,250558,4,63,0
1072,2012,Sleeping At Last,Turning Page,0.307,0.371,3,-8.498,1,0.0288,0.923,0.0253,0.11,0.189,115.241,255893,3,65,0
1073,2013,Panic! At The Disco,"Too Weird To Live, Too Rare To Die!",0.21,0.233,5,-11.636,0,0.0287,0.827,0.0039,0.129,0.095,88.679,211893,5,61,0
1074,2013,Drake,Nothing Was The Same (Deluxe),0.558,0.468,3,-5.812,1,0.173,0.159,0,0.586,0.405,81.977,236360,4,61,0
1075,2009,Jason Aldean,Wide Open,0.623,0.59,4,-5.014,1,0.028,0.646,0,0.295,0.579,137.071,204200,4,64,0
1076,2012,Tyga,Careless World: Rise Of The Last King,0.832,0.647,1,-8.484,1,0.208,0.00997,0,0.355,0.281,95.109,206667,4,62,0
1077,2009,Hannah Montana,Hannah Montana 3,0.602,0.894,4,-3.975,1,0.032,0.00154,0,0.433,0.643,125.988,180800,4,63,0
1078,2013,Brett Eldredge,Bring You Back,0.647,0.586,0,-6.883,1,0.0313,0.115,1.69E-06,0.121,0.165,87.994,228907,4,61,0
1079,2010,Turnpike Troubadours,Diamonds & Gasoline,0.401,0.802,9,-5.278,1,0.0294,0.0227,0,0.338,0.849,191.093,289653,4,59,0
1080,2013,J Balvin,La Familia,0.746,0.746,5,-5.046,0,0.102,0.152,0,0.274,0.733,175.965,243227,4,68,0
1081,2012,Mac Miller,Loud,0.649,0.822,1,-5.8,1,0.0398,0.00258,3.83E-05,0.362,0.201,140.026,171149,4,63,0
1082,2011,The Milk Carton Kids,Prologue,0.554,0.235,10,-14.609,1,0.0342,0.89,0.00328,0.114,0.232,121.836,330772,4,64,0
1083,2011,Ed Sheeran,+,0.81,0.436,10,-12.683,1,0.0717,0.689,0.000151,0.11,0.446,119.973,259413,4,69,0
1084,2009,Pleasure P,The Introduction of Marcus Cooper,0.648,0.767,8,-5.052,1,0.0608,0.0219,0,0.19,0.796,141.906,207400,4,61,0
1085,2012,One Direction,Take Me Home: Yearbook Edition,0.512,0.754,0,-6.031,1,0.055,0.135,0,0.0881,0.336,147.89,201693,4,73,0
1086,2009,John Mayer,Battle Studies,0.624,0.554,2,-8.113,1,0.0225,0.191,0.00131,0.299,0.311,97.031,269720,4,65,0
1087,2013,Luke Bryan,Crash My Party,0.599,0.756,8,-4.457,1,0.0363,0.0338,2.06E-05,0.174,0.282,107.995,259080,4,58,0
1088,2011,Lil Wayne,Tha Carter IV (Deluxe),0.644,0.661,11,-6.093,1,0.0418,0.000177,5.14E-06,0.108,0.272,154.001,240307,4,67,0
1089,2012,Flo Rida,Wild Ones,0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,224653,4,70,0
1090,2009,Paramore,brand new eyes,0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,267653,3,70,0
1091,2013,Kevin Gates,Luca Brasi Story,0.464,0.9,2,-3.512,1,0.349,0.494,0,0.206,0.677,141.271,188600,4,58,0
1092,2013,Five Finger Death Punch,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1",0.52,0.985,4,-4.163,1,0.14,9.72E-05,0,0.208,0.15,75.014,246209,4,60,0
1093,2013,The Echelon Effect,Atlantic,0.311,0.0765,0,-21.822,1,0.0363,0.891,0.973,0.114,0.0412,89.087,106233,4,63,0
1094,2013,Demi Lovato,Demi,0.415,0.399,9,-6.165,0,0.0423,0.868,0,0.114,0.196,146.485,231173,4,65,0
1095,2011,Beyoncé,4,0.652,0.748,0,-5.242,1,0.0887,0.0849,0,0.604,0.652,94.1,267413,4,75,0
1096,2011,Philip Bailey,Chinese Wall (Expanded Edition),0.74,0.923,1,-5.082,1,0.0369,0.105,0.000163,0.0825,0.93,128.871,305867,4,61,0
1097,2012,Bridgit Mendler,Hello My Name Is...,0.717,0.871,2,-3.85,1,0.0487,0.00394,8.43E-05,0.116,0.732,93.024,200947,4,66,0
1098,2013,Blood Orange,Cupid Deluxe,0.74,0.798,0,-6.55,1,0.146,0.189,0.00128,0.305,0.571,119.964,261360,4,62,0
1099,2013,Ed Sheeran,x (Wembley Edition),0.54,0.557,11,-6.097,1,0.0259,0.00886,0.000182,0.307,0.287,75.035,237147,4,60,0
1100,2013,Cody Simpson,Surfers Paradise,0.657,0.828,5,-5.544,1,0.0728,0.00847,0,0.326,0.566,115.954,196787,4,66,0
1101,2011,Lady Gaga,Born This Way,0.581,0.772,9,-6.544,1,0.0401,0.000343,0.0191,0.11,0.361,127.952,320587,4,61,0
1102,2010,Jason Aldean,My Kinda Party,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87E-06,0.117,0.635,127.024,229400,4,69,0
1103,2009,Bon Iver,Blood Bank,0.494,0.372,7,-11.89,1,0.0331,0.964,0.0296,0.117,0.25,116.855,285160,4,63,0
1104,2009,Tech N9ne Collabos,Sickology 101,0.782,0.835,10,-4.278,0,0.283,0.281,0,0.459,0.527,80.014,240173,4,61,0
1105,2012,Pitbull,Global Warming: Meltdown (Deluxe Version),0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,204160,4,73,0
1106,2013,Jason Derulo,Talk Dirty,0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,177685,4,63,0
1107,2012,Marina and the Diamonds,Electra Heart (Deluxe),0.571,0.651,5,-6.26,1,0.0349,0.242,0,0.0938,0.374,121.202,254400,4,57,0
1108,2011,LMFAO,Sorry For Party Rocking (Deluxe Version),0.707,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130.021,199480,4,59,0
1109,2011,Drake,Take Care (Deluxe),0.418,0.546,0,-9.057,0,0.238,0.227,0,0.229,0.294,160.152,208813,4,68,0
1110,2013,Panic! At The Disco,"Too Weird To Live, Too Rare To Die!",0.68,0.847,5,-5.987,1,0.0449,0.000433,0,0.331,0.834,123.96,189107,4,64,0
1111,2013,Set It Off,Cinematics (Expanded Edition),0.376,0.939,1,-3.437,1,0.0572,0.00704,0,0.116,0.815,190.109,211027,4,61,0
1112,2011,Blake Shelton,Red River Blue (Deluxe),0.483,0.844,2,-5.043,1,0.0314,0.00481,7.29E-05,0.405,0.543,151.977,229533,4,61,0
1113,2011,The Ronettes,Be My Baby: The Very Best of The Ronettes,0.511,0.769,4,-7.032,1,0.042,0.181,0,0.0921,0.818,129.657,160907,4,70,0
1114,2010,The Band Perry,The Band Perry,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,222773,4,66,0
1115,2013,Daft Punk,Random Access Memories,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.82E-06,0.072,0.863,116.049,369627,4,70,0
1116,2013,Drake,Nothing Was The Same (Deluxe),0.794,0.522,8,-7.829,1,0.159,0.0328,0,0.156,0.567,86.318,174133,4,68,0
1117,2011,Various Artists,"Live from Nowhere Near You, Vol. II",0.631,0.309,1,-9.527,1,0.0302,0.884,0.00206,0.0439,0.427,118.498,317693,4,61,0
1118,2011,Rihanna,Talk That Talk,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,4,73,0
1119,2013,Eminem,The Marshall Mathers LP2,0.739,0.872,11,-4.059,0,0.333,0.0217,0,0.26,0.684,95.084,238746,4,58,0
1120,2010,Zac Brown Band,You Get What You Give (Deluxe),0.715,0.584,8,-8.231,1,0.0296,0.432,1.41E-06,0.095,0.61,90.987,203173,4,68,0
1121,2009,Toby Keith,American Ride,0.518,0.906,9,-2.845,1,0.0573,0.0889,0,0.309,0.751,174.099,165693,4,57,0
1122,2012,Los Cuates de Sinaloa,Nací Pa' Matar,0.782,0.66,7,-5.629,1,0.0267,0.295,0,0.199,0.765,107.484,183573,3,63,0
1123,2010,Kanye West,My Beautiful Dark Twisted Fantasy,0.541,0.803,1,-3.284,1,0.0738,0.0796,1.71E-05,0.176,0.221,142.135,299613,4,73,0
1124,2013,Falling In Reverse,Fashionably Late (Deluxe Edition),0.675,0.97,8,-2.164,1,0.0613,0.00777,0,0.331,0.568,106.973,213371,4,61,0
1125,2013,Katy Perry,PRISM (Deluxe),0.645,0.585,6,-6.122,1,0.0513,0.00314,0,0.165,0.353,131.931,215672,4,76,0
1126,2013,Phillip Phillips,The World From The Side Of The Moon (Deluxe),0.607,0.816,0,-6.02,1,0.0306,0.023,1.16E-05,0.136,0.355,121.029,210173,4,65,0
1127,2011,Drake,Take Care (Deluxe),0.489,0.57,1,-10.291,1,0.306,0.759,2.10E-06,0.179,0.584,185.516,272573,4,63,0
1128,2012,Of Monsters and Men,My Head Is An Animal,0.517,0.686,3,-6.401,1,0.0442,0.134,0.00362,0.113,0.238,126.524,273853,4,60,0
1129,2013,James Arthur,James Arthur (Deluxe),0.406,0.62,9,-8.751,1,0.153,0.471,9.72E-05,0.0893,0.26,129.812,233467,4,68,0
1130,2011,Blake Shelton,Red River Blue (Deluxe),0.483,0.844,2,-5.043,1,0.0314,0.00481,7.29E-05,0.405,0.543,151.977,229533,4,61,0
1131,2012,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",0.759,0.782,11,-6.975,0,0.0741,0.000589,0,0.35,0.507,131.04,352853,4,60,0
1132,2010,Taylor Swift,Speak Now,0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.334,0.286,141.893,293027,4,60,0
1133,2011,Forever The Sickest Kids,Forever The Sickest Kids,0.59,0.842,7,-4.54,1,0.0931,0.00537,0,0.137,0.747,109.044,191213,4,62,0
1134,2013,Fitz and The Tantrums,More Than Just A Dream (Deluxe),0.77,0.801,9,-4.182,0,0.0336,0.00375,0.00281,0.0515,0.725,130.76,233133,4,59,0
1135,2010,Kesha,Animal,0.829,0.607,1,-3.876,1,0.0897,0.0049,0,0.0986,0.766,120.044,187067,4,62,0
1136,2013,We The Kings,Somewhere Somehow,0.512,0.526,1,-5.44,1,0.0251,0.0724,0,0.0675,0.249,85.024,226330,4,74,0
1137,2012,The Weeknd,Trilogy,0.68,0.707,7,-7.225,0,0.0987,0.479,0,0.511,0.382,119.993,275493,4,63,0
1138,2012,Sammy Adams,All Night Longer,0.712,0.649,1,-4.753,1,0.063,0.000652,0,0.0683,0.616,127.028,177093,4,60,0
1139,2009,Empire of the Sun,Walking On A Dream (Special Edition),0.87,0.699,5,-5.541,0,0.0459,0.245,6.76E-06,0.0588,0.726,126.967,198440,4,69,0
1140,2013,Five Finger Death Punch,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1",0.483,0.926,4,-5.122,0,0.0669,0.00662,0,0.29,0.53,150.016,271000,4,66,0
1141,2013,Demi Lovato,Demi,0.706,0.728,7,-3.602,1,0.0852,0.123,0,0.185,0.851,121.017,201600,4,67,0
1142,2011,Colbie Caillat,All Of You,0.629,0.793,9,-5.942,1,0.0346,0.00952,1.14E-06,0.218,0.587,95.983,231213,4,62,0
1143,2012,Marina and the Diamonds,Electra Heart (Deluxe),0.69,0.897,11,-4.696,0,0.0506,0.0142,0,0.108,0.849,140.05,221493,4,64,0
1144,2013,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),0.697,0.752,1,-4.552,1,0.0526,0.000367,0,0.32,0.269,130.022,234773,4,61,0
1145,2012,The Weeknd,Trilogy,0.438,0.634,5,-7.456,0,0.337,0.476,0,0.113,0.397,203.585,459387,4,62,0
1146,2010,Bing Crosby,White Christmas,0.15,0.185,4,-15.838,0,0.0315,0.376,1.73E-06,0.288,0.147,83.594,175173,3,63,0
1147,2010,CeeLo Green,The Lady Killer,0.696,0.875,0,-3.682,1,0.0649,0.134,0,0.159,0.772,127.39,222733,4,62,0
1148,2013,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),0.869,0.687,1,-6.816,1,0.263,0.0208,1.00E-06,0.114,0.668,96.006,233787,4,75,0
1149,2013,Blake Shelton,Based on a True Story... (Deluxe Version),0.611,0.688,2,-6.369,1,0.0529,0.251,2.35E-06,0.248,0.649,169.895,288760,4,64,0
1150,2012,The Lumineers,The Lumineers,0.598,0.56,0,-11.679,1,0.0375,0.607,0.0432,0.196,0.221,115.01,279000,4,65,0
1151,2010,The Naked And Famous,"Passive Me, Aggressive You",0.579,0.865,6,-4.692,1,0.0302,5.63E-05,0.000221,0.649,0.358,104.99,246600,4,66,0
1152,2013,Various Artists,This Is The End: Original Motion Picture Soundtrack,0.735,0.873,10,-3.493,0,0.0402,0.025,3.27E-06,0.265,0.586,108.021,224960,4,61,0
1153,2009,Yeah Yeah Yeahs,It's Blitz!,0.56,0.901,8,-4.481,0,0.032,0.00025,0.134,0.299,0.807,132.009,221000,4,62,0
1154,2010,Nelly Furtado,The Best of Nelly Furtado (Deluxe),0.807,0.97,10,-6.056,0,0.0477,0.0536,6.60E-05,0.149,0.876,114.297,242373,4,64,0
1155,2011,Peter Bradley Adams,Between Us,0.218,0.00993,2,-28.235,1,0.0424,0.973,0.922,0.0602,0.153,68.65,115547,5,69,0
1156,2011,Toby Keith,Clancy's Tavern (Deluxe Edition),0.549,0.563,4,-6.655,1,0.0669,0.279,0,0.215,0.81,163.991,223387,4,61,0
1157,2009,Young Money,We Are Young Money,0.732,0.659,8,-6.089,1,0.225,0.109,0,0.141,0.575,148.001,288133,4,70,0
1158,2012,Frank Ocean,channel ORANGE,0.564,0.738,5,-7.92,1,0.211,0.0884,0,0.148,0.383,89.286,224147,4,58,0
1159,2012,Calvin Harris,18 Months,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560,4,70,0
1160,2012,Rihanna,Unapologetic (Deluxe),0.782,0.495,2,-8.723,1,0.0436,0.021,0,0.104,0.365,134.016,161200,4,62,0
1161,2013,J. Cole,Born Sinner,0.838,0.505,1,-9.354,1,0.383,0.548,0.00127,0.211,0.407,110.029,268667,4,66,0
1162,2009,The Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),0.785,0.604,11,-6.79,0,0.0834,0.00489,2.74E-05,0.25,0.436,130.03,284373,4,58,0
1163,2013,Demi Lovato,Demi,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,210840,4,73,0
1164,2013,Drake,Nothing Was The Same (Deluxe),0.776,0.413,6,-7.438,0,0.0952,0.00415,2.68E-05,0.0724,0.287,100.003,227880,4,71,0
1165,2012,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",0.759,0.782,11,-6.975,0,0.0741,0.000589,0,0.35,0.507,131.04,352853,4,60,0
1166,2013,Drake,Nothing Was The Same (Deluxe),0.738,0.491,1,-9.726,0,0.413,0.626,0,0.126,0.448,94.378,322160,4,70,0
1167,2013,One Direction,Midnight Memories (Deluxe),0.515,0.714,0,-4.516,1,0.0348,0.286,0,0.118,0.495,155.954,188547,4,66,0
1168,2009,Florence + The Machine,Lungs (Deluxe Edition),0.574,0.704,6,-4.72,1,0.0319,0.00455,0,0.107,0.368,109.999,168667,4,63,0
1169,2012,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",0.654,0.753,11,-7.556,0,0.395,0.303,8.08E-05,0.13,0.371,110.722,723573,5,59,0
1170,2010,Bullet For My Valentine,Fever,0.569,0.883,2,-4.41,0,0.0747,8.07E-05,7.74E-05,0.0883,0.373,134.003,291427,4,65,0
1171,2009,Mumford & Sons,Sigh No More,0.519,0.512,5,-7.986,1,0.0282,0.0276,8.78E-05,0.0976,0.441,138.596,246973,4,67,0
1172,2012,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,210627,4,65,0
1173,2010,Diddy - Dirty Money,Last Train To Paris,0.353,0.822,7,-1.866,1,0.232,0.155,0,0.332,0.237,167.905,238693,4,68,0
1174,2013,Twenty One Pilots,Vessel,0.684,0.858,1,-4.266,1,0.0342,0.00694,0.000167,0.0828,0.518,129.963,273336,4,67,0
1175,2013,Thomas Rhett,It Goes Like This,0.549,0.866,6,-5.306,1,0.0476,0.0733,0,0.25,0.767,87.964,187400,4,63,0
1176,2010,The Black Keys,Brothers,0.504,0.705,6,-6.179,0,0.0665,0.00121,4.12E-06,0.453,0.567,108.965,211080,4,62,0
1177,2010,Two Door Cinema Club,Tourist History,0.439,0.86,11,-4.824,0,0.168,0.00043,1.68E-05,0.0783,0.578,159.821,167773,4,61,0
1178,2009,Florence + The Machine,Lungs (Deluxe Edition),0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840,4,68,0
1179,2009,Keri Hilson,In A Perfect World...,0.593,0.883,8,-4.781,1,0.186,0.0124,0,0.177,0.671,155.171,326187,4,66,0
1180,2011,Adele,21,0.729,0.756,8,-5.119,1,0.0294,0.131,0,0.0527,0.522,104.945,228293,4,72,0
1181,2011,Lil Wayne,Tha Carter IV (Deluxe),0.331,0.622,5,-7.291,0,0.092,0.858,0,0.104,0.388,64.468,228093,3,64,0
1182,2009,Iyaz,Replay,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,182307,4,72,0
1183,2011,Lady Gaga,Born This Way,0.518,0.709,2,-5.234,1,0.0476,0.075,0,0.0935,0.514,127.083,307347,4,62,0
1184,2010,John Lennon,Power To The People - The Hits,0.328,0.607,2,-11.076,1,0.0315,0.319,0,0.765,0.395,146.539,213880,3,75,0
1185,2013,"Tyler, The Creator",Wolf,0.368,0.838,8,-6.465,0,0.0487,0.00329,5.74E-06,0.115,0.477,72.19,230067,4,61,0
1186,2012,The Weeknd,Trilogy,0.658,0.591,9,-5.197,1,0.0309,0.00959,5.27E-06,0.325,0.326,114.078,323747,4,74,0
1187,2013,Arctic Monkeys,AM,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,4,72,0
1188,2011,Michael Bublé,Christmas,0.647,0.465,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251,119787,4,70,0
1189,2012,Frank Ocean,channel ORANGE,0.564,0.738,5,-7.92,1,0.211,0.0884,0,0.148,0.383,89.286,224147,4,58,0
1190,2012,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",0.546,0.651,1,-7.601,1,0.3,0.000739,0,0.235,0.646,77.878,212653,4,68,0
1191,2010,Drake,Thank Me Later,0.337,0.853,7,-5.611,1,0.278,0.0113,0,0.14,0.427,101.034,233560,5,64,0
1192,2009,Lady Gaga,The Fame Monster (Deluxe),0.698,0.777,9,-4.496,0,0.0468,0.00168,0,0.435,0.66,119.994,249267,4,57,0
1193,2013,Eminem,The Marshall Mathers LP2 (Deluxe),0.688,0.782,11,-3.683,1,0.158,0.152,0,0.803,0.453,146.324,343032,4,64,0
1194,2012,Lee Brice,Hard 2 Love,0.51,0.649,11,-6.215,1,0.0348,0.0978,0.00206,0.119,0.118,141.963,234840,4,60,0
1195,2012,Jason Aldean,Night Train,0.496,0.708,5,-5.175,1,0.0293,0.0512,1.06E-06,0.182,0.502,158.121,232307,4,65,0
1196,2012,Swedish House Mafia,Don't You Worry Child (feat. John Martin),0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,212862,4,76,0
1197,2010,DMX,The Best Of DMX,0.501,0.851,10,-5.111,0,0.292,0.0295,0,0.0775,0.627,95.058,219253,4,71,0
1198,2011,Drake,Take Care (Deluxe),0.566,0.465,2,-11.714,1,0.235,0.0555,0,0.567,0.177,143.015,224720,4,68,0
1199,2012,Macklemore & Ryan Lewis,The Heist,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,258343,4,80,0
1200,2013,Set It Off,Cinematics (Expanded Edition),0.376,0.939,1,-3.437,1,0.0572,0.00704,0,0.116,0.815,190.109,211027,4,61,0
