	Year	Artist	Track	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Liveness	Valence	Tempo	Duration_ms	Time Signature
1196	2016	6LACK	FREE 6LACK	0.417	0.58	9	-4.574	1	0.207	0.0307	1.45e-06	0.179	0.139	68.58	246773	5
1197	2018	Logic	YSIV	0.769	0.96	11	-4.441	0	0.208	0.104	0.0	0.0822	0.591	89.982	252053	4
1198	2010	Bruno Mars	Doo-Wops & Hooligans	0.637	0.843	5	-5.413	1	0.0432	0.0151	0.0	0.0876	0.434	109.012	220733	4
1199	2015	Chris Stapleton	Traveller	0.559	0.301	9	-9.066	1	0.0297	0.055	0.00979	0.101	0.177	116.123	244333	3
1200	2018	Young Thug	On The Rvn	0.759	0.498	10	-10.615	1	0.0776	0.223	5.84e-05	0.406	0.244	126.972	195160	4
1201	2018	Lil Baby	Harder Than Ever	0.794	0.447	7	-9.253	1	0.152	0.0119	0.000179	0.109	0.189	139.949	192382	4
1202	2017	Taylor Swift	reputation	0.624	0.691	0	-6.686	0	0.196	0.0604	1.1e-05	0.138	0.284	160.024	211507	4
1203	2017	Trippie Redd	A Love Letter To You	0.845	0.304	10	-16.441	1	0.195	0.371	0.0	0.112	0.413	90.01	282667	4
1204	2018	Imagine Dragons	Origins (Deluxe)	0.697	0.507	8	-6.178	1	0.04	0.0535	1.19e-06	0.0469	0.382	82.483	166360	4
1205	2018	Logic	Bobby Tarantino II	0.67	0.752	1	-4.146	1	0.0374	0.041	0.0	0.0749	0.442	149.961	204747	4
1206	2002	Aventura	We Broke The Rules	0.803	0.56	1	-6.912	0	0.0398	0.419	0.0	0.0608	0.77	133.679	254720	4
1207	2018	Camila Cabello	Camila	0.765	0.523	2	-4.333	1	0.03	0.184	3.56e-05	0.132	0.394	104.988	217307	4
1208	2018	Luke Combs	This One's for You Too (Deluxe Edition)	0.522	0.762	9	-5.059	1	0.0362	0.0961	6.21e-06	0.395	0.486	143.868	191987	4
1209	2018	Pusha T	DAYTONA	0.46	0.697	6	-5.954	0	0.325	0.0186	0.0	0.362	0.701	153.426	202120	4
1210	2017	Logic	Everybody	0.885	0.94	1	-5.908	1	0.0909	0.158	0.0	0.0675	0.77	110.005	162347	4
1211	2017	Young Dolph	Bulletproof	0.799	0.668	8	-5.244	1	0.249	0.135	4.67e-06	0.0583	0.153	134.005	264819	4
1212	2017	Brett Young	Brett Young	0.607	0.536	10	-7.306	1	0.0305	0.386	0.0	0.102	0.434	147.986	224853	4
1213	2015	Drake	Back To Back	0.635	0.472	8	-3.869	0	0.511	0.00898	0.0	0.117	0.373	174.008	170638	4
1214	2017	Hailee Steinfeld	Most Girls	0.76	0.588	9	-7.082	1	0.0775	0.0485	0.0	0.0847	0.384	102.974	204400	4
1215	2010	Nelly Furtado	The Best of Nelly Furtado (Deluxe)	0.807	0.97	10	-6.056	0	0.0477	0.0536	6.6e-05	0.149	0.876	114.297	242373	4
1216	2018	Imagine Dragons	Origins (Deluxe)	0.672	0.715	0	-6.18	1	0.0268	0.581	2.08e-06	0.101	0.677	104.989	217173	4
1217	2011	Snoop Dogg	Young, Wild & Free (feat. Bruno Mars)	0.715	0.655	0	-6.425	1	0.137	0.0525	0.0	0.115	0.531	95.078	207333	4
1218	2010	Nicki Minaj	Pink Friday (Deluxe)	0.72	0.861	11	-4.339	1	0.209	0.269	5.11e-06	0.601	0.669	126.991	200013	4
1219	2008	Sean Kingston	Sean Kingston	0.745	0.666	9	-5.899	1	0.0566	0.159	0.0	0.302	0.708	129.995	241933	4
1220	2018	J. Cole	KOD	0.678	0.648	2	-5.892	1	0.445	0.147	0.0	0.182	0.635	94.336	190177	4
1221	2017	Various Artists	Dear Evan Hansen (Original Broadway Cast Recording)	0.549	0.705	9	-5.563	1	0.0564	0.316	0.0	0.12	0.52	146.024	236360	4
1222	2018	Cash Cash	Finest Hour (feat. Abir)	0.656	0.729	5	-4.223	0	0.0765	0.0789	0.0	0.133	0.438	95.974	215781	4
1223	2017	Lil Peep	Come Over When You're Sober, Pt. 1	0.534	0.583	2	-8.672	1	0.0288	0.0262	0.0	0.421	0.145	105.997	231547	4
1224	2000	Paul Anka	The Very Best Of Paul Anka	0.547	0.335	4	-9.2	0	0.0307	0.747	0.0	0.101	0.474	115.838	154733	3
1225	2018	Trippie Redd	A Love Letter To You 3	0.51	0.707	3	-4.913	0	0.0675	0.0023	0.0	0.436	0.318	147.853	157500	4
1226	2017	Darius Rucker	When Was The Last Time	0.547	0.804	6	-5.268	1	0.0361	0.00738	0.0	0.0308	0.666	142.016	197053	4
1227	2004	The Killers	Hot Fuss	0.33	0.936	1	-3.66	1	0.0917	0.00108	0.0	0.0926	0.234	148.112	222587	4
1228	2017	Selena Gomez	Wolves	0.72	0.807	11	-4.59	0	0.0432	0.129	0.0	0.183	0.305	124.946	197993	4
1229	2018	Steve Aoki	Neon Future III	0.378	0.769	2	-3.694	0	0.39	0.0483	0.000722	0.0911	0.0955	126.871	219213	4
1230	2018	Lil Skies	World Rage	0.7	0.556	7	-8.356	1	0.128	0.261	0.0	0.144	0.351	77.943	135419	4
1231	2015	Various Artists	Hamilton (Original Broadway Cast Recording)	0.601	0.222	9	-10.485	1	0.0303	0.906	4.11e-05	0.0723	0.271	106.754	184004	4
1232	2018	Logic	Bobby Tarantino II	0.868	0.752	1	-6.786	1	0.0667	0.00189	1.69e-05	0.142	0.874	149.987	217560	4
1233	2018	Selena Gomez	13 Reasons Why (Season 2)	0.424	0.437	2	-8.588	1	0.0355	0.962	0.336	0.664	0.131	174.127	208173	3
1234	2017	Bad Bunny	Pa Ti	0.766	0.715	1	-3.025	1	0.231	0.348	0.0	0.098	0.555	128.085	191295	4
1235	2016	Russ	Losin Control	0.759	0.245	6	-6.545	1	0.138	0.515	0.000154	0.102	0.209	96.992	237507	4
1236	2018	Ozuna	Solita	0.807	0.633	10	-6.016	0	0.0929	0.0564	0.0	0.107	0.325	138.038	311726	4
1237	2018	Tory Lanez	MEMORIES DON'T DIE	0.767	0.689	10	-5.573	0	0.0852	0.103	0.0	0.0786	0.555	154.957	164133	4
1238	2018	YoungBoy Never Broke Again	Decided	0.803	0.54	1	-6.862	0	0.318	0.27	0.0	0.0819	0.345	139.989	220260	4
1239	2017	SOB X RBE	SOB X RBE	0.776	0.678	2	-4.505	1	0.376	0.00476	0.0	0.363	0.81	181.872	148376	4
1240	2018	Khalid	Suncity	0.694	0.63	7	-6.84	0	0.162	0.0998	0.000635	0.12	0.341	90.045	189493	4
1241	2018	Future	Future & Juice WRLD Present... WRLD ON DRUGS	0.456	0.516	8	-10.512	1	0.459	0.098	0.0	0.115	0.684	77.058	151013	4
1242	2016	Olivia O'Brien	hate u love u	0.401	0.398	6	-8.993	0	0.183	0.71	0.0	0.0962	0.265	180.293	175467	4
1243	2018	Tory Lanez	LoVE me NOw	0.807	0.602	11	-5.005	1	0.274	0.0835	0.0	0.151	0.252	95.031	151649	4
1244	2017	Migos	Culture	0.95	0.743	10	-5.861	0	0.238	0.0646	1.19e-05	0.103	0.62	136.98	257546	4
1245	2008	Zac Brown Band	The Foundation	0.8	0.759	11	-5.398	1	0.0378	0.655	0.0	0.0897	0.821	129.979	262773	4
1246	2016	Mac Miller	The Divine Feminine	0.742	0.561	6	-7.017	1	0.139	0.566	0.000135	0.641	0.55	134.01	326427	4
1247	2018	Alessia Cara	Trust My Lonely	0.583	0.662	0	-6.025	1	0.156	0.00541	1.96e-06	0.284	0.636	150.305	199707	4
1248	2013	Hillsong United	Zion (Deluxe Edition)	0.262	0.361	2	-10.191	1	0.0333	0.508	0.00268	0.108	0.056	126.86	536000	4
1249	2018	Mac Miller	Swimming	0.791	0.557	7	-9.622	0	0.0698	0.54	0.0	0.103	0.284	119.973	345213	4
1250	2016	VÉRITÉ	Somebody Else	0.674	0.593	11	-6.47	0	0.0582	0.201	0.000529	0.209	0.464	116.995	233077	4
1251	2002	Eminem	The Eminem Show	0.911	0.743	9	-5.005	0	0.219	0.0835	0.0	0.106	0.878	148.012	297933	4
1252	2018	Anderson .Paak	Oxnard	0.707	0.615	6	-7.131	1	0.254	0.0396	0.0	0.07	0.646	83.021	237240	4
1253	2017	A$AP Ferg	Plain Jane REMIX	0.791	0.839	11	-4.284	1	0.266	0.0588	6.26e-05	0.259	0.383	170.113	202636	4
1254	2018	CNCO	CNCO	0.749	0.78	1	-4.307	0	0.0636	0.0196	0.0	0.0901	0.905	92.007	191667	4
1255	2012	Calvin Harris	18 Months	0.707	0.924	7	-2.842	1	0.031	0.000972	0.00703	0.204	0.919	127.937	206413	4
1256	2018	Wolfine	Bella (Remix)	0.917	0.476	3	-6.621	1	0.0655	0.304	0.0	0.103	0.87	93.987	218360	4
1257	2018	Mike Posner	Song About You	0.585	0.82	2	-3.212	1	0.0734	0.154	6.65e-06	0.0868	0.621	174.041	190390	4
1258	2017	21 Savage	Issa Album	0.839	0.437	5	-11.344	0	0.285	0.0438	2.75e-06	0.131	0.464	82.008	271307	4
1259	2010	Angus & Julia Stone	Down The Way	0.763	0.387	10	-8.643	0	0.0278	0.239	0.00747	0.13	0.273	109.957	239147	4
1260	2014	Ariana Grande	My Everything (Deluxe)	0.654	0.578	6	-6.897	1	0.449	0.546	0.0	0.112	0.233	143.867	233733	4
1261	2011	Adele	21	0.559	0.33	9	-8.251	1	0.0285	0.892	0.0	0.0975	0.285	135.109	285040	4
1262	2018	Clean Bandit	Baby (feat. Marina and The Diamonds & Luis Fonsi)	0.755	0.74	0	-5.354	0	0.04	0.356	1.05e-05	0.0994	0.33	116.946	205440	4
1263	2018	Metro Boomin	NOT ALL HEROES WEAR CAPES (Deluxe)	0.671	0.106	6	-12.517	0	0.198	0.366	0.804	0.108	0.0696	176.002	208293	4
1264	2015	Big Sean	Dark Sky Paradise	0.789	0.621	10	-7.685	0	0.283	0.315	0.0	0.136	0.158	118.891	252040	4
1265	2018	Tee Grizzley	Still My Moment	0.594	0.827	8	-4.463	1	0.292	0.174	0.0	0.23	0.83	144.701	185379	4
1266	2018	Billie Eilish	lovely (with Khalid)	0.351	0.296	4	-10.109	0	0.0333	0.934	0.0	0.095	0.12	115.284	200186	4
1267	2017	Charli XCX	Boys	0.867	0.545	2	-5.192	1	0.0625	0.0646	0.000289	0.0505	0.525	139.943	162586	4
1268	2016	Kanye West	The Life Of Pablo	0.596	0.393	8	-8.714	1	0.383	0.637	0.0	0.539	0.36	107.425	320680	4
1269	2006	Gwen Stefani	The Sweet Escape	0.755	0.765	1	-3.475	1	0.0356	0.218	0.0	0.162	0.737	119.954	246467	4
1270	2018	Khalid	Suncity	0.54	0.439	10	-8.591	1	0.115	0.635	1.93e-05	0.0993	0.371	167.908	209547	4
1271	2018	Trippie Redd	Taking A Walk	0.767	0.538	0	-6.044	0	0.052	0.68	0.0	0.192	0.343	81.031	121680	4
1272	2001	Daft Punk	Discovery	0.611	0.697	2	-8.618	1	0.133	0.0193	0.0	0.332	0.476	122.752	320357	4
1273	2018	Imagine Dragons	Origins (Deluxe)	0.672	0.715	0	-6.18	1	0.0268	0.581	2.08e-06	0.101	0.677	104.989	217173	4
1274	2018	Vic Mensa	Reverse (Ft. G-Eazy)	0.836	0.703	0	-4.731	1	0.106	0.031	0.0	0.124	0.211	144.959	211893	4
1275	2018	John Mayer	New Light	0.828	0.689	7	-7.878	1	0.0326	0.325	0.0384	0.0808	0.853	123.931	216015	4
1276	2015	Galantis	Pharmacy	0.506	0.805	1	-4.119	1	0.0469	0.00711	0.00193	0.0856	0.383	126.008	227074	4
1277	2012	Pierce The Veil	Collide With The Sky	0.405	0.966	6	-2.234	1	0.0937	5.21e-05	0.000381	0.3	0.422	112.349	236293	4
1278	2008	Hollywood Undead	Swan Songs	0.511	0.937	2	-5.116	0	0.115	0.0146	0.0	0.304	0.484	163.141	265053	4
1279	2010	Lil Wayne	I Am Not A Human Being	0.376	0.841	3	-4.348	0	0.356	0.0435	0.0	0.578	0.463	76.052	271947	4
1280	2004	Snoop Dogg	R&G (Rhythm & Gangsta): The Masterpiece	0.881	0.622	1	-4.149	1	0.215	0.187	0.0	0.103	0.633	91.989	266067	4
1281	2006	Cassie	Cassie (U.S. Version)	0.803	0.454	8	-4.802	0	0.0294	0.352	0.0	0.0655	0.739	99.99	192213	4
1282	2018	Lil Baby	Drip Harder	0.819	0.481	1	-6.67	1	0.415	0.348	0.0	0.122	0.279	129.97	145060	4
1283	2018	Juice WRLD	Goodbye & Good Riddance	0.642	0.562	11	-4.869	0	0.0812	0.032	0.0	0.168	0.177	158.001	170539	4
1284	2018	Clare Dunn	More	0.432	0.796	4	-2.952	0	0.049	0.486	0.0	0.355	0.563	183.935	212120	4
1285	2004	Various Artists	Aladdin Special Edition	0.284	0.24	0	-15.607	1	0.0385	0.831	5.79e-06	0.104	0.157	124.805	160800	4
1286	2018	Tory Lanez	LoVE me NOw	0.589	0.774	4	-6.318	0	0.0495	0.0415	0.0	0.39	0.179	119.92	212143	4
1287	2002	Chevelle	Wonder What's Next	0.509	0.843	1	-3.318	0	0.0488	0.000671	0.000803	0.348	0.332	140.055	238400	3
1288	2018	J. Cole	KOD	0.678	0.648	2	-5.892	1	0.445	0.147	0.0	0.182	0.635	94.336	190177	4
1289	2018	Travis Scott	ASTROWORLD	0.702	0.708	10	-5.366	0	0.0547	0.201	0.0	0.118	0.713	147.98	198408	4
1290	2015	Drake	If You're Reading This It's Too Late	0.835	0.756	7	-3.789	1	0.382	0.23	0.0	0.0801	0.87	173.0	177733	4
1291	2018	$uicideBoy$	I Want To Die In New Orleans	0.736	0.495	6	-8.642	1	0.0443	0.0087	0.299	0.208	0.678	120.993	146477	4
1292	2018	Bebe Rexha	Expectations	0.642	0.772	10	-6.61	1	0.0848	0.0476	0.0	0.0646	0.589	153.995	164205	4
1293	2018	Travis Scott	ASTROWORLD	0.46	0.686	0	-5.948	0	0.0367	0.00146	0.0	0.375	0.252	148.054	145588	4
1294	2018	Lil Yachty	Nuthin' 2 Prove	0.95	0.489	8	-8.411	1	0.462	0.105	0.0	0.411	0.919	130.021	158769	4
1295	2016	Sinead Harnett	If You Let Me	0.407	0.403	5	-8.396	0	0.113	0.158	5.98e-06	0.553	0.329	90.907	232878	1
1296	2017	mansionz	Mansionz	0.834	0.551	5	-4.217	1	0.43	0.353	0.0	0.103	0.5	76.938	148494	4
1297	2018	Travis Scott	ASTROWORLD	0.81	0.582	5	-5.098	0	0.125	0.0862	0.00681	0.207	0.503	95.004	209116	4
1298	2016	Various Artists	Moana (Original Motion Picture Soundtrack/Deluxe Edition)	0.317	0.562	9	-9.609	1	0.395	0.124	0.000144	0.0667	0.132	181.1	175507	4
1299	2018	Gunna	Sold Out Dates (feat. Lil Baby)	0.824	0.554	4	-7.118	0	0.115	0.433	0.0	0.124	0.316	127.003	166298	4
1300	2018	RM	mono.	0.587	0.664	0	-8.63	1	0.0645	0.344	2.47e-05	0.324	0.453	99.8	275955	4
1301	2018	6ix9ine	Day69: Graduation Day	0.885	0.641	1	-4.455	1	0.351	0.175	0.0	0.234	0.201	91.167	142582	4
1302	2018	Tim McGraw	Neon Church	0.563	0.745	2	-4.753	1	0.0288	0.24	4.96e-05	0.11	0.28	121.015	225694	4
1303	2018	Anderson .Paak	Who R U?	0.834	0.826	1	-7.429	0	0.157	0.0429	0.0	0.0932	0.819	92.009	168520	4
1304	2017	Kendrick Lamar	DAMN.	0.908	0.621	1	-6.638	0	0.102	0.000282	5.39e-05	0.0958	0.421	150.011	177000	4
1305	2018	Joji	BALLADS 1	0.44	0.242	0	-12.307	1	0.0316	0.719	0.834	0.11	0.0446	124.968	199709	4
1306	2018	Cardi B	Invasion of Privacy	0.926	0.703	11	-6.337	0	0.103	0.0659	0.0	0.231	0.485	125.022	223713	4
1307	2014	Lee Brice	I Don't Dance (Deluxe Edition)	0.663	0.53	1	-9.763	1	0.0301	0.0886	0.0	0.154	0.269	109.003	207347	4
1308	2018	Imagine Dragons	Origins (Deluxe)	0.638	0.679	4	-5.278	1	0.0425	0.0016	0.00655	0.121	0.596	81.045	181880	4
1309	2012	Neon Trees	Picture Show (Deluxe Edition)	0.478	0.915	8	-3.858	1	0.0652	0.00584	0.0	0.386	0.703	154.955	177280	4
1310	2018	Trippie Redd	LIFE'S A TRIP	0.767	0.538	0	-6.044	0	0.052	0.68	0.0	0.192	0.343	81.031	121680	4
1311	2018	Jay Critch	Hood Favorite	0.834	0.567	7	-5.16	0	0.1	0.188	0.0	0.0998	0.204	127.991	210432	4
1312	2000	Uncle Kracker	Double Wide	0.817	0.585	5	-4.688	1	0.0301	0.439	0.0	0.147	0.916	105.014	218440	4
1313	2018	Steve Aoki	Neon Future III	0.624	0.819	3	-2.857	0	0.0496	0.0772	0.000287	0.282	0.638	109.759	179094	4
1314	2005	Plain White T's	All That We Needed	0.657	0.291	2	-10.572	1	0.0293	0.872	0.0	0.114	0.298	103.973	232533	4
1315	2017	Daniel Caesar	Freudian	0.524	0.364	7	-10.209	1	0.0367	0.808	0.0	0.1	0.436	75.24	209831	4
1316	2018	Ski Mask The Slump God	You Will Regret (Reloaded)	0.943	0.677	7	-6.033	1	0.246	0.165	0.0	0.327	0.615	112.001	145760	4
1317	2013	Ed Sheeran	x (Wembley Edition)	0.614	0.379	4	-10.48	1	0.0476	0.607	0.000464	0.0986	0.201	107.989	258987	4
1318	2006	Red Hot Chili Peppers	Stadium Arcadium	0.553	0.865	9	-4.751	0	0.0409	0.017	1.05e-05	0.267	0.735	96.161	283000	4
1319	2018	Lil Baby	Drip Harder	0.766	0.692	5	-5.312	0	0.0915	0.192	0.0	0.0846	0.446	120.011	191724	4
1320	2018	Bazzi	COSMIC	0.666	0.677	2	-5.743	1	0.0326	0.214	0.0	0.0979	0.178	100.014	178242	4
1321	2000	Eminem	The Marshall Mathers LP	0.807	0.561	11	-8.187	1	0.437	0.154	5.48e-05	0.302	0.672	107.092	264400	4
1322	2016	Whethan	Savage (feat. Flux Pavilion & MAX)	0.679	0.662	7	-5.861	1	0.0773	0.151	0.0	0.376	0.365	90.054	205333	4
1323	2015	Major Lazer	Peace Is The Mission (Extended)	0.747	0.877	9	-3.782	0	0.0664	0.0375	0.000833	0.233	0.752	107.991	166138	4
1324	2016	Bruno Mars	24K Magic	0.578	0.574	2	-6.209	1	0.0454	0.196	0.0	0.083	0.301	174.152	261240	4
1325	2018	Imagine Dragons	Origins (Deluxe)	0.262	0.564	0	-7.99	1	0.0455	0.0147	0.00659	0.103	0.13	195.489	247547	4
1326	2018	Tee Grizzley	Still My Moment	0.75	0.673	0	-7.176	1	0.154	0.149	0.009	0.18	0.764	150.014	137600	4
1327	2018	Kina Grannis	In the Waiting	0.397	0.249	5	-10.484	1	0.0394	0.926	0.0	0.115	0.329	79.614	198404	4
1328	2016	one sonic society	Great Are You Lord EP	0.492	0.656	9	-7.361	1	0.0365	0.0832	0.0	0.202	0.358	147.948	232379	3
1329	2016	Kevin Abstract	American Boyfriend: A Suburban Love Story	0.59	0.498	9	-6.845	1	0.0827	0.162	0.0	0.0947	0.504	80.022	194337	4
1330	2017	Ed Sheeran	÷ (Deluxe)	0.624	0.876	9	-3.374	1	0.1	0.0735	0.0	0.327	0.781	99.943	170827	4
1331	2014	Iggy Azalea	The New Classic (Deluxe Version)	0.912	0.716	10	-4.141	0	0.0697	0.0904	0.0	0.0491	0.377	94.981	199938	4
1332	2018	Chris Jeday	Ahora Dice (Real Hasta La Muerte Remix)	0.742	0.675	1	-5.729	1	0.289	0.265	0.0	0.121	0.576	144.048	275827	4
1333	2015	Tim McGraw	Damn Country Music	0.355	0.48	11	-7.31	1	0.0282	0.679	2.28e-06	0.12	0.137	100.956	259267	3
1334	2017	Becky G	Mayores	0.743	0.855	5	-3.976	0	0.0436	0.141	0.0045	0.099	0.871	96.989	202453	4
1335	2018	Lil Yachty	Nuthin' 2 Prove	0.866	0.412	1	-7.593	1	0.0522	0.3	0.00493	0.115	0.0973	141.997	220665	4
1336	2016	Panic! At The Disco	Death Of A Bachelor	0.455	0.91	2	-4.464	1	0.166	0.000247	0.0	0.107	0.447	114.109	198040	4
1337	2018	Ariana Grande	Sweetener	0.795	0.759	6	-6.348	1	0.0528	0.0793	0.0	0.0805	0.855	110.021	196360	4
1338	2018	Tory Lanez	MEMORIES DON'T DIE	0.767	0.689	10	-5.573	0	0.0852	0.103	0.0	0.0786	0.555	154.957	164133	4
1339	2018	Moneybagg Yo	Bet On Me	0.835	0.468	1	-6.97	1	0.239	0.029	0.0	0.245	0.401	126.072	163820	4
1340	2015	Old Dominion	Meat and Candy	0.687	0.793	5	-3.577	1	0.0333	0.305	3.23e-06	0.1	0.673	100.991	206507	4
1341	2017	Anitta	Downtown	0.775	0.679	4	-4.985	0	0.135	0.18	7.26e-05	0.068	0.619	166.008	193456	4
1342	2018	Louis Boy	El Nuevo Flow	0.768	0.349	9	-16.162	0	0.0521	0.953	0.901	0.0841	0.824	106.808	67932	4
1343	2016	Smile Empty Soul	Shapeshifter	0.537	0.847	6	-5.208	1	0.0383	0.00236	1.16e-06	0.0844	0.459	106.055	221827	4
1344	2018	YBN Nahmir	YBN: The Mixtape	0.922	0.516	2	-5.967	1	0.298	0.00553	0.0	0.0392	0.645	139.02	211677	4
1345	2016	Shakey Graves	Tomorrow	0.564	0.354	7	-10.85	1	0.0334	0.73	3.43e-06	0.208	0.423	98.075	240587	3
1346	2018	Young Thug	On The Rvn	0.796	0.357	1	-11.678	1	0.344	0.0075	0.0	0.0966	0.454	150.039	232147	4
1347	2016	Rihanna	ANTI	0.725	0.534	11	-6.238	1	0.0946	0.0752	0.0	0.0919	0.558	91.974	219320	4
1348	2018	Jay Rock	King's Dead (with Kendrick Lamar, Future & James Blake)	0.563	0.717	1	-5.186	1	0.337	0.000874	0.0	0.183	0.427	82.064	229670	4
1349	2001	Sum 41	All Killer, No Filler	0.577	0.838	9	-5.793	1	0.0586	0.000178	1.07e-06	0.0588	0.802	116.048	207093	4
1350	2018	Anuel Aa	Real Hasta la Muerte	0.812	0.66	6	-3.353	0	0.0854	0.308	0.0	0.0617	0.358	140.048	216857	4
1351	2014	Mac DeMarco	Salad Days	0.537	0.558	11	-8.678	1	0.0929	0.263	0.91	0.102	0.505	131.037	231724	4
1352	2018	Trippie Redd	LIFE'S A TRIP	0.78	0.566	0	-8.354	1	0.12	0.0493	0.0	0.18	0.476	159.965	228960	4
1353	2018	Twenty One Pilots	Trench	0.7	0.934	6	-5.941	0	0.17	0.0857	0.226	0.114	0.224	92.973	145947	4
1354	2002	Toby Keith	Unleashed	0.414	0.679	2	-5.522	1	0.046	0.503	4.99e-06	0.118	0.354	111.937	195533	4
1355	2017	Miley Cyrus	Younger Now	0.573	0.781	8	-6.406	1	0.0555	0.0767	2.64e-05	0.0813	0.343	139.934	231907	4
1356	2018	Young Thug	On The Rvn	0.759	0.498	10	-10.615	1	0.0776	0.223	5.84e-05	0.406	0.244	126.972	195160	4
1357	2017	Daniel Caesar	Freudian	0.448	0.263	11	-11.98	1	0.0373	0.824	1.91e-06	0.106	0.451	109.889	241371	1
1358	2013	Sara Bareilles	The Blessed Unrest	0.551	0.836	10	-3.838	0	0.0524	0.00502	2.1e-05	0.0425	0.758	185.063	220573	4
1359	2004	Usher	Confessions (Special Edition)	0.662	0.507	5	-8.238	1	0.118	0.257	0.0	0.0465	0.676	86.412	223440	4
1360	2016	DRAM	Broccoli	0.886	0.525	8	-7.39	1	0.132	0.236	0.0	0.057	0.708	145.99	225205	4
1361	2009	The Temper Trap	Conditions	0.531	0.821	2	-6.812	1	0.0439	0.0701	0.171	0.124	0.34	129.139	230800	4
1362	2018	Mumford & Sons	Delta	0.468	0.182	0	-15.562	1	0.0401	0.837	0.0132	0.0678	0.0382	155.102	223686	4
1363	2018	NF	WHY	0.737	0.77	10	-7.753	0	0.51	0.368	0.0	0.306	0.431	158.351	188990	4
1364	2017	Granular	Unison	0.0	4.98e-05	10	-32.354	0	0.0	0.923	0.297	0.11	0.0	0.0	147097	0
1365	2018	Baka Not Nice	4Milli	0.84	0.539	7	-6.146	1	0.0965	0.0423	1.34e-06	0.124	0.07	140.016	219429	4
1366	2010	Mike Posner	31 Minutes to Takeoff	0.768	0.82	7	-4.63	0	0.0475	0.179	0.0	0.704	0.625	129.969	213293	4
1367	2018	Bazzi	COSMIC	0.676	0.67	8	-6.584	1	0.0374	0.353	0.0	0.103	0.54	113.01	148260	4
1368	2018	Playboi Carti	Die Lit	0.657	0.668	2	-6.208	1	0.137	0.0268	0.0	0.32	0.226	162.995	206333	4
1369	2017	Huncho Jack	Huncho Jack, Jack Huncho	0.811	0.65	2	-4.41	1	0.128	0.00125	0.0	0.102	0.179	146.028	190679	4
1370	2018	Mumford & Sons	Delta	0.553	0.711	7	-7.714	1	0.0453	0.063	8.41e-06	0.0759	0.299	99.997	217633	4
1371	2012	Bruno Mars	Unorthodox Jukebox	0.726	0.698	5	-4.165	1	0.0431	0.049	0.0	0.309	0.867	143.994	233478	4
1372	2018	MK	Back & Forth	0.684	0.816	10	-5.211	0	0.0322	0.0181	0.0	0.0222	0.702	121.993	196215	4
1373	2001	System Of A Down	Toxicity	0.413	0.873	8	-4.151	1	0.0535	0.000264	0.0025	0.204	0.481	116.681	218933	3
1374	2014	Dustin Lynch	Where It's At	0.394	0.8	4	-4.17	0	0.0413	0.0266	0.0	0.184	0.525	162.053	185413	4
1375	2016	Daniel Caesar	Get You - Single	0.707	0.238	3	-8.818	1	0.0379	0.0905	2.42e-06	0.0842	0.345	124.156	270847	3
1376	2018	Lennon Stella	Bad	0.827	0.613	8	-5.34	1	0.0621	0.366	1.25e-05	0.093	0.747	137.96	177973	4
1377	2017	Lil Peep	Come Over When You're Sober, Pt. 1	0.646	0.64	3	-6.522	0	0.0424	0.0348	0.0	0.108	0.882	134.03	216041	4
1378	2018	Lauren Daigle	Look Up Child	0.306	0.243	6	-7.696	1	0.0279	0.775	0.0	0.11	0.105	92.332	215613	4
1379	2018	Trippie Redd	LIFE'S A TRIP	0.767	0.538	0	-6.044	0	0.052	0.68	0.0	0.192	0.343	81.031	121680	4
1380	2001	Bing Crosby	I Wish You A Merry Christmas (Remastered)	0.641	0.243	10	-9.807	1	0.0296	0.845	0.000416	0.0532	0.492	112.66	177987	4
1381	2018	Metro Boomin	NOT ALL HEROES WEAR CAPES (Deluxe)	0.81	0.353	6	-9.931	0	0.31	0.588	0.0	0.102	0.0727	88.031	208293	4
1382	2017	Lil Pump	Lil Pump	0.781	0.553	0	-4.277	1	0.0735	0.201	0.000233	0.383	0.308	121.968	135497	4
1383	2018	Metro Boomin	NOT ALL HEROES WEAR CAPES (Deluxe)	0.757	0.524	4	-10.627	0	0.0579	0.397	0.892	0.105	0.597	116.991	218640	4
1384	2016	Post Malone	Stoney (Deluxe)	0.412	0.227	0	-12.696	1	0.0359	0.787	4.69e-06	0.282	0.226	80.111	257267	4
1385	2018	Travis Scott	ASTROWORLD	0.7	0.46	4	-8.111	0	0.0661	0.142	4.81e-05	0.111	0.286	151.901	142969	4
1386	2018	YBN Nahmir	YBN: The Mixtape	0.727	0.632	1	-8.916	1	0.259	0.135	0.0	0.182	0.474	83.755	180389	4
1387	2018	H.E.R.	I Used To Know Her: The Prelude	0.545	0.33	1	-11.719	0	0.164	0.64	7e-06	0.22	0.399	103.553	248467	4
1388	2016	Jon Pardi	California Sunrise	0.56	0.679	5	-4.527	1	0.0236	0.123	2.46e-05	0.224	0.622	92.928	198467	4
1389	2015	Shinedown	Threat To Survival	0.486	0.94	7	-4.237	0	0.0605	0.00919	0.0	0.0777	0.42	79.727	205653	4
1390	2011	Christina Perri	A Thousand Years	0.421	0.407	10	-7.445	1	0.0267	0.309	0.000961	0.11	0.161	139.028	285120	3
