	Track	Track_Popularity	Artist_Popularity
2647	"""Cryin'"""	68	78
2648	"""What About Your Friends"""	58	72
2649	"""I Got a Man"""	44	33
2650	"""Hey Mr. D.J."""	37	52
2651	"""Insane in the Brain"""	71	71
2652	"""Deeper and Deeper"""	42	78
2653	"""Rain"""	48	78
2654	"""The Right Kind of Love"""	30	58
2655	"""Bad Boys"" (theme from Cops)"	65	62
2656	"""Do You Believe in Us"""	38	60
2657	"""Angel"""	48	60
2658	"""Forever in Love"""	39	66
2659	"""Again"""	67	70
2660	"""Boom! Shake the Room"""	52	61
2661	"""When She Cries"""	52	46
2662	"""Sweat (A La La La La Long)"""	71	62
2663	"""It Was a Good Day"""	74	74
2664	"""More and More"""	59	49
2665	"""How Do You Talk to an Angel"""	40	51
2666	"""Rebirth of Slick (Cool Like Dat)"""	58	54
2667	"""What Is Love"""	64	63
2668	"""To Love Somebody"""	56	67
2669	"""Give It Up, Turn It Loose"""	32	61
2670	"""Alright"""	46	74
2671	"""Fields of Gold"""	56	72
2672	"""Faithful"""	41	55
2673	"""Reason to Believe"""	46	74
2674	"""Break It Down Again"""	55	72
2675	"""Three Little Pigs"""	47	38
2676	"""Livin' on the Edge"""	57	78
2677	"""Hey Jealousy"""	62	61
2678	"""If I Ever Lose My Faith in You"""	46	72
2679	"""Anniversary"""	55	58
2680	"""One Woman"""	30	80
2681	"""Two Steps Behind"""	48	70
2682	"""The Sign"""	67	65
2683	"""I Swear"""	66	61
2684	"""The Power of Love"""	67	77
2685	"""Hero"""	70	83
2686	"""Stay (I Missed You)"""	3	51
2687	"""Breathe Again"""	54	67
2688	"""All That She Wants"""	67	65
2689	"""Bump n' Grind"""	64	74
2690	"""Again"""	67	70
2691	"""Whatta Man"""	56	0
2692	"""You Mean the World to Me"""	44	67
2693	"""Can You Feel the Love Tonight"""	53	81
2694	"""The Most Beautiful Girl in the World"""	18	82
2695	"""Fantastic Voyage"""	46	67
2696	"""Baby, I Love Your Way"""	71	59
2697	"""If You Go"""	31	60
2698	"""Back & Forth"""	62	62
2699	"""Now and Forever"""	62	64
2700	"""When Can I See You"""	55	61
2701	"""Please Forgive Me"""	55	76
2702	"""So Much in Love"""	43	61
2703	"""Shoop"""	65	63
2704	"""Any Time, Any Place"""	58	70
2705	"""Shine"""	65	61
2706	"""Said I Loved You...But I Lied"""	59	67
2707	"""Return to Innocence"""	61	62
2708	"""All I Wanna Do"""	64	66
2709	"""Mmm Mmm Mmm Mmm"""	57	56
2710	"""Can We Talk"""	63	57
2711	"""Funkdafied"""	48	53
2712	"""Gangsta Lean"""	37	47
2713	"""Because the Night"""	60	53
2714	"""Cantaloop (Flip Fantasia)"""	41	46
2715	"""Whoomp! (There It Is)"""	22	32
2716	"""Come to My Window"""	51	54
2717	"""Stroke You Up"""	46	42
2718	"""100% Pure Love"""	43	58
2719	"""Anytime You Need a Friend"""	51	83
2720	"""Because of Love"""	40	70
2721	"""Linger"""	75	75
2722	"""Loser"""	68	87
2723	"""Found Out About You"""	57	61
2724	"""Gin and Juice"""	73	85
2725	"""Never Lie"""	38	36
2726	"""Streets of Philadelphia"""	67	76
2727	"""Getto Jam"""	45	62
2728	"""I Miss You"""	49	49
2729	"""Understanding"""	53	57
2730	"""This D.J."""	60	66
2731	"""Cry for You"""	50	59
2732	"""Keep Ya Head Up"""	64	82
2733	"""Another Night"""	59	52
2734	"""Tootsee Roll"""	50	40
2735	"""I Can See Clearly Now"""	64	61
2736	"""Never Keeping Secrets"""	49	61
2737	"""Crazy"""	72	78
2738	"""Just Kickin' It"""	57	57
2739	"""(At Your Best) You Are Love"""	61	62
2740	"""Rock and Roll Dreams Come Through"""	31	64
2741	"""Amazing"""	62	78
2742	"""Always"""	39	64
2743	"""Groove Thang"""	45	52
2744	"""Dreams"""	41	64
2745	"""Mr. Vain"""	69	58
2746	"""Anything"""	41	62
2747	"""Beautiful in My Eyes"""	48	44
2748	"""Stay"""	0	61
2749	"""Flava in Ya Ear"""	62	55
2750	"""U.N.I.T.Y."""	56	59
2751	"""Prayer for the Dying"""	41	61
2752	"""Secret"""	50	78
2753	"""Here Comes the Hotstepper"""	67	59
2754	"""Everyday"""	48	77
2755	"""Got Me Waiting"""	35	51
2756	"""Indian Outlaw"""	56	75
2757	"""Always"""	59	79
2758	"""Back in the Day"""	46	44
2759	"""Love Sneakin' Up On You"""	30	59
2760	"""Always in My Heart"""	44	57
2761	"""What Is Love"""	64	63
2762	"""And Our Feelings"""	35	61
2763	"""Bop Gun (One Nation)"""	16	0
2764	"""I Wanna Be Down"""	59	67
2765	Waterfalls	72	72
2766	Creep	68	72
2767	Kiss from a Rose	72	61
2768	On Bended Knee	57	70
2769	Another Night	59	52
2770	Fantasy	67	83
2771	Take a Bow	52	78
2772	This Is How We Do It	67	62
2773	I Know	33	34
2774	Water Runs Dry	51	70
2775	Freak Like Me	57	48
2776	Run-Around	58	57
2777	I Can Love You Like That	62	61
2778	Have You Ever Really Loved a Woman?	61	76
2779	Always	59	79
2780	Boombastic	63	74
2781	Total Eclipse of the Heart	35	35
2782	You Are Not Alone	65	86
2783	Hold My Hand	59	61
2784	One More Chance	57	80
2785	Here Comes the Hotstepper	67	59
2786	Candy Rain	61	54
2787	Let Her Cry	61	61
2788	I Believe	45	45
2789	Red Light Special	55	72
2790	Strong Enough	57	66
2791	Colors of the Wind	44	55
2792	Someone to Love	45	79
2793	Only Wanna Be with You	67	61
2794	If You Love Me	62	51
2795	In the House of Stone and Light	31	21
2796	I Got 5 on It	71	61
2797	Baby	45	67
2798	Run Away	47	52
2799	As I Lay Me Down	52	49
2800	December	57	61
2801	Shy Guy	58	48
2802	Every Little Thing I Do	51	54
2803	Before I Let You Go	56	68
2804	Big Poppa	73	80
2805	Sukiyaki	35	24
2806	I Wanna Be Down	59	67
2807	Dear Mama	69	82
2808	Hold On	49	37
2809	Keep Their Heads Ringin'	62	81
2810	The Rhythm of the Night	69	59
2811	Roll to Me	57	49
2812	Scream	56	0
2813	I Wish	59	52
2814	Believe	34	81
2815	Carnival	49	54
2816	You Don't Know How It Feels	64	71
2817	Back for Good	48	67
2818	Tootsee Roll	50	40
2819	You Want This	41	70
2820	Tell Me	60	49
2821	All I Wanna Do	64	66
2822	Come and Get Your Love	40	52
2823	This Ain't a Love Song	57	79
2824	Secret	50	78
2825	Feel Me Flow	65	62
2826	Every Day of the Week	30	80
2827	The Sweetest Days	30	55
2828	No More I Love You's	60	64
2829	You Used to Love Me	56	69
2830	Constantly	34	36
2831	Hold Me, Thrill Me, Kiss Me, Kill Me	49	80
2832	100% Pure Love	43	58
2833	Sugar Hill	53	75
2834	Good	61	54
2835	Turn the Beat Around	39	65
2836	'Til You Do Me Right	44	50
2837	1st of tha Month	60	68
2838	Like the Way I Do	47	54
2839	I Live My Life for You	50	57
2840	Dream About You	35	50
2841	Cotton Eye Joe	57	58
2842	Thank You	36	70
2843	Give It 2 You	35	53
2844	Best Friend	43	67
2845	Misery	39	58
2846	"""Because You Loved Me"""	65	77
2847	"""Nobody Knows"""	50	40
2848	"""Always Be My Baby"""	72	83
2849	"""Give Me One Reason"""	70	72
2850	"""Tha Crossroads"""	67	68
2851	"""I Love You Always Forever"""	69	56
2852	"""Twisted"""	63	62
2853	"""Missing"""	62	58
2854	"""Ironic"""	58	70
2855	"""Exhale (Shoop Shoop)"""	53	77
2856	"""Sittin' Up in My Room"""	50	67
2857	"""Change the World"""	65	75
2858	"""Hey Lover"""	60	65
2859	"""Loungin"""	50	65
2860	"""Insensitive"""	44	45
2861	"""Be My Lover"""	60	59
2862	"""Name"""	65	73
2863	"""Who Will Save Your Soul"""	59	68
2864	"""Where Do You Go"""	55	49
2865	"""Counting Blue Cars"""	57	52
2866	"""One of Us"""	63	53
2867	"""Wonder"""	52	54
2868	"""Not Gon' Cry"""	46	72
2869	"""Sweet Dreams"""	62	59
2870	"""1, 2, 3, 4 (Sumpin' New)"""	47	67
2871	"""The World I Know"""	58	61
2872	"""Anything"""	45	45
2873	"""1979"""	75	74
2874	"""Diggin' on You"""	52	72
2875	"""Kissin' You"""	57	58
2876	"""Fantasy"""	67	83
2877	"""Time"""	53	61
2878	"""Last Night"""	48	44
2879	"""Mouth"""	46	39
2880	"""The Earth, the Sun, the Rain"""	38	53
2881	"""Wonderwall"""	73	80
2882	"""Woo Hah!! Got You All in Check"""	48	75
2883	"""Tell Me"""	60	49
2884	"""Elevators (Me & You)"""	55	76
2885	"""Hook"""	58	57
2886	"""Doin' It"""	63	65
2887	"""Fastlove"""	62	74
2888	"""Children"""	66	57
2889	"""Closer to Free"""	38	40
2890	"""Just a Girl"""	61	70
2891	"""Key West Intermezzo (I Saw You First)"""	39	66
2892	"""Pony"""	74	68
2893	"""Old Man and Me (When I Get To Heaven)"""	0	61
2894	"""If It Makes You Happy"""	60	66
2895	"""As I Lay Me Down"""	52	49
2896	"""Jealousy"""	40	54
2897	"""I Want to Come Over"""	42	54
2898	"""Who Do U Love"""	35	54
2899	"""Un-Break My Heart"""	68	67
2900	"""This Is Your Night"""	48	65
2901	"""You Remind Me of Something"""	44	74
2902	"""Set U Free"""	31	22
2903	"""Hit Me Off"""	44	58
2904	"""No One Else"""	42	58
2905	"""My Boo"""	64	51
2906	"""Until It Sleeps"""	51	83
2907	"""Hay"""	40	36
2908	"""Beautiful Life"""	59	65
2909	"""Back for Good"""	48	67
2910	"""I Got Id"""	38	78
2911	"""Soon as I Get Home"""	52	69
2912	"""Macarena"""	61	49
2913	"""Only Wanna Be with You"""	67	61
2914	"""Something About the Way You Look Tonight"" / ""Candle in the Wind 1997"""	26	81
2915	"""Un-Break My Heart"""	68	67
2916	"""I Believe I Can Fly"""	62	74
2917	"""Return of the Mack"""	71	63
2918	"""How Do I Live"""	67	63
2919	"""Wannabe"""	80	73
2920	"""Quit Playing Games (With My Heart)"""	60	80
2921	"""MMMBop"""	60	64
2922	"""For You I Will"""	55	64
2923	"""You Make Me Wanna..."""	69	82
2924	"""Bitch"""	67	55
2925	"""Semi-Charmed Life"""	75	68
2926	"""Barely Breathing"""	60	49
2927	"""The Freshmen"""	64	53
2928	"""I Want You"""	57	67
2929	"""I Belong to You (Every Time I See Your Face)"""	47	85
2930	"""Hypnotize"""	77	80
2931	"""Every Time I Close My Eyes"""	61	61
2932	"""In My Bed"""	57	60
2933	"""Do You Know (What It Takes)"""	42	74
2934	"""4 Seasons of Loneliness"""	45	70
2935	"""G.H.E.T.T.O.U.T."""	43	42
2936	"""Honey"""	61	83
2937	"""I Believe in You and Me"""	47	77
2938	"""Da' Dip"""	46	35
2939	"""2 Become 1"""	67	73
2940	"""All for You"""	64	58
2941	"""Cupid"""	62	69
2942	"""Where Have All the Cowboys Gone?"""	50	55
2943	"""Sunny Came Home"""	63	53
2944	"""Ooh Aah... Just a Little Bit"""	49	39
2945	"""Mouth"""	46	39
2946	"""Look into My Eyes"""	44	68
2947	"""Get It Together"""	45	53
2948	"""All by Myself"""	63	77
2949	"""Where Do You Go"""	55	49
2950	"""If It Makes You Happy"""	60	66
2951	"""Never Make a Promise"""	42	60
2952	"""When You Love a Woman"""	51	75
2953	"""Everyday Is a Winding Road"""	51	66
2954	"""Cold Rock a Party"""	46	51
2955	"""Pony"""	74	68
2956	"""Building a Mystery"""	52	64
2957	"""I Love You Always Forever"""	69	56
2958	"""Your Woman"""	61	51
2959	"""Change the World"""	65	75
2960	"""Tubthumping"""	62	57
2961	"""Gotham City"""	31	74
2962	"""Last Night"""	48	44
2963	"""Big Daddy"""	34	51
2964	"""What About Us"""	30	58
2965	"""Secret Garden"""	55	76
2966	"""The One I Gave My Heart To"""	32	62
2967	"""Fly Like an Eagle"""	49	61
2968	"""Naked Eye"""	44	37
2969	"""On & On"""	65	69
2970	"""I Shot the Sheriff"""	28	66
2971	"""Go the Distance"""	55	67
2972	"""One More Time"""	30	52
2973	"""Butta Love"""	57	73
2974	"""Coco Jambo"""	16	56
2975	"""Twisted"""	63	62
2976	"""Barbie Girl"""	61	63
2977	"""Let Me Clear My Throat"""	51	47
2978	"""You Must Love Me"""	40	78
2979	"""Let It Go"""	16	62
2980	"""Too Close"""	68	73
2981	"""The Boy Is Mine"""	18	0
2982	"""Truly Madly Deeply"""	62	67
2983	"""How Do I Live"""	67	63
2984	"""Together Again"""	67	70
2985	"""All My Life"""	72	62
2986	"""Candle in the Wind 1997"""	36	81
2987	"""Nice & Slow"""	62	82
2988	"""My Heart Will Go On"""	71	77
2989	"""Gettin' Jiggy wit It"""	71	76
2990	"""You Make Me Wanna..."""	69	82
2991	"""My Way"""	52	82
2992	"""My All"""	61	83
2993	"""The First Night"""	44	64
2994	"""Adia"""	54	64
2995	"""Crush"""	62	53
2996	"""Body Bumpin' (Yippie-Yi-Yo)"""	33	44
2997	"""This Kiss"""	62	66
2998	"""Sex and Candy"""	68	57
2999	"""Show Me Love"""	62	74
3000	"""A Song for Mama"""	48	70
3001	"""Frozen"""	58	78
3002	"""Gone till November"""	50	73
3003	"""My Body"""	55	48
3004	"""Tubthumping"""	62	57
3005	"""Deja Vu (Uptown Baby)"""	36	0
3006	"""When the Lights Go Out"""	53	90
3007	"""Never Ever"""	40	60
3008	"""Say It"""	46	34
3009	"""Kiss the Rain"""	48	38
3010	"""I Will Come to You"""	47	64
3011	"""One Week"""	69	63
3012	"""The Arms of the One Who Loves You"""	38	57
3013	"""Daydreamin'"""	35	32
3014	"""Semi-Charmed Life"""	75	68
3015	"""I Do"""	37	51
3016	"""Looking Through Your Eyes"""	40	63
3017	"""Lately"""	34	44
3018	"""Quit Playing Games (With My Heart)"""	60	80
3019	"""I Still Love You"""	36	73
3020	"""Time After Time"""	39	46
3021	"""Are You Jimmy Ray?"""	47	34
3022	"""Cruel Summer"""	46	65
3023	"""Too Much"""	57	73
3024	"""Ray of Light"""	56	78
3025	"""All for You"""	64	58
3026	"""Touch It"""	43	40
3027	"""Bitter Sweet Symphony"""	79	70
3028	"""Dangerous"""	41	75
3029	"""Spice Up Your Life"""	65	73
3030	"""The Mummers' Dance"""	42	58
3031	"""The One I Gave My Heart To"""	32	62
3032	"""Love You Down"""	51	46
3033	"""Heaven"""	38	35
3034	"""Butta Love"""	57	73
3035	"""A Rose Is Still a Rose"""	48	75
3036	"""4 Seasons of Loneliness"""	45	70
3037	"""Father"""	21	65
3038	"""Thinkin' Bout It"""	40	48
3039	"""Westside"""	51	44
3040	Believe	75	74
3041	No Scrubs	80	72
3042	Angel of Mine	64	64
3043	...Baby One More Time	77	81
3044	Kiss Me	78	67
3045	Genie in a Bottle	72	80
3046	Every Morning	65	63
3047	Livin' la Vida Loca	71	75
3048	Where My Girls At?	62	53
3049	If You Had My Love	65	80
3050	Slide	68	73
3051	Have You Ever?	60	67
3052	I Want It That Way	79	80
3053	All Star	81	71
3054	Angel	66	64
3055	Unpretty	62	72
3056	Save Tonight	66	65
3057	Last Kiss	70	78
3058	Fortunate	50	63
3059	All I Have to Give	51	80
3060	Bailamos	55	80
3061	What It's Like	67	60
3062	Fly Away	69	72
3063	Someday	60	63
3064	Lately	34	44
3065	That Don't Impress Me Much	67	73
3066	Scar Tissue	75	85
3067	I Still Believe	53	83
3068	Summer Girls	58	47
3069	Jumper	66	68
3070	Doo Wop (That Thing)	73	71
3071	Mambo No. 5	75	64
3072	Sweet Lady	61	60
3073	Lullaby	53	47
3074	Tell Me It's Real	48	62
3075	Back 2 Good	54	70
3076	808	41	50
3077	Miami	70	76
3078	Hands	50	68
3079	Please Remember Me	47	75
3080	From This Moment On	56	73
3081	Love Like This	62	69
3082	You	46	36
3083	If You	42	78
3084	Ex-Factor	67	71
3085	Give It to You	36	32
3086	Black Balloon	57	73
3087	These Are the Times	55	60
3088	I Don't Want to Miss a Thing	39	56
3089	I Will Remember You	44	64
3090	Happily Ever After	57	61
3091	My Love Is Your Love	55	77
3092	Almost Doesn't Count	47	67
3093	Man! I Feel Like a Woman!	74	73
3094	Steal My Sunshine	59	85
3095	I Need to Know	58	81
3096	So Anxious	57	68
3097	Back at One	70	64
3098	When a Woman's Fed Up	47	74
3099	How Forever Feels	53	75
3100	Amazed	65	62
3101	Sometimes	68	81
3102	Ghetto Cowboy	42	35
3103	Out of My Head	56	53
3104	Stay the Same	38	37
3105	Iris	77	73
3106	Better Days (And the Bottom Drops Out)	51	39
3107	Write This Down	60	73
3108	Breathe	62	66
3109	I Wanna Know	64	76
3110	Everything You Want	65	57
3111	I Knew I Loved You	64	67
3112	Amazed	65	62
3113	Bent	52	70
3114	He Wasn't Man Enough	65	67
3115	Higher	65	78
3116	Try Again	34	62
3117	Thong Song	65	58
3118	Kryptonite	77	73
3119	Music	44	78
3120	What a Girl Wants	62	80
3121	Back at One	70	64
3122	You Sang to Me	59	81
3123	I Need to Know	58	81
3124	Get It On Tonite	52	62
3125	Incomplete	61	58
3126	I Try	72	65
3127	Country Grammar (Hot Shit)	68	77
3128	Bring It All to Me	49	50
3129	Show Me the Meaning of Being Lonely	65	80
3130	Back Here	50	44
3131	It Feels So Good	48	47
3132	Absolutely (Story of a Girl)	65	53
3133	With Arms Wide Open	62	78
3134	Be with You	53	80
3135	Come On Over Baby (All I Want Is You)	63	80
3136	No More	50	44
3137	All The Small Things	79	79
3138	The Way You Love Me	54	66
3139	I Turn To You	56	80
3140	Never Let You Go	61	68
3141	I Need You	51	63
3142	My Love Is Your Love	55	77
3143	Then The Morning Comes	45	71
3144	Blue (Da Ba Dee)	71	65
3145	The Real Slim Shady	72	96
3146	Wifey	61	73
3147	Wonderful	55	60
3148	Oops!... I Did It Again	75	81
3149	I Wanna Love You Forever	53	56
3150	Take a Picture	60	55
3151	Otherside	77	85
3152	A Puro Dolor	60	52
3153	He Can't Love U	48	65
3154	Separated	55	61
3155	I Wish	50	52
3156	U Know What's Up	62	63
3157	Only God Knows Why	57	70
3158	Shake Ya Ass	52	59
3159	Bag Lady	52	69
3160	Meet Virginia	66	81
3161	Party Up (Up in Here)	53	73
3162	Case of the Ex	54	66
3163	Swear It Again	65	73
3164	From the Bottom of My Broken Heart	51	81
3165	Crash and Burn	39	67
3166	Yes!	46	37
3167	The Best Day	44	73
3168	Where I Wanna Be	61	63
3169	How Do You Like Me Now?!	55	69
3170	My Best Friend	55	75
3171	Broadway	45	73
3172	I Hope You Dance	61	54
3173	Better Off Alone	53	48
3174	Dance with Me	39	31
3175	What About Now	45	62
3176	I Like It	42	64
3177	24/7	50	44
3178	Girl on TV	45	47
3179	Cowboy Take Me Away	65	68
3180	I Don't Wanna	55	62
3181	Gotta Tell You	43	45
3182	Waiting for Tonight	59	80
3183	Shackles (Praise You)	59	72
3184	Hanging by a Moment	62	68
3185	Fallin'	74	79
3186	All for You	51	70
3187	If You're Gone	62	70
3188	Thank You	60	71
3189	Again	55	72
3190	Hit 'Em Up Style (Oops!)	63	58
3191	U Remind Me	75	82
3192	Follow Me	72	63
3193	Peaches & Cream	66	69
3194	Drive	74	72
3195	What Would You Do?	51	47
3196	Ms. Jackson	77	76
3197	Love Don't Cost a Thing	58	80
3198	The Way You Love Me	54	66
3199	Butterfly	71	60
3200	Family Affair	70	72
3201	I Hope You Dance	61	54
3202	Get Ur Freak On	72	76
3203	Crazy	53	62
3204	Fill Me In	50	73
3205	Someone to Call My Lover	43	70
3206	With Arms Wide Open	62	78
3207	Case of the Ex	54	66
3208	All or Nothing	50	50
3209	Kryptonite	77	73
3210	When It's Over	53	63
3211	Jaded	60	78
3212	Promise	55	65
3213	Missing You	56	61
3214	Differences	69	68
3215	Crazy for This Girl	55	45
3216	Danger (Been So Long)	47	0
3217	Only Time	69	75
3218	I Do!!	46	54
3219	Never Had a Dream Come True	50	62
3220	Stranger in My House	46	65
3221	Irresistible	42	56
3222	Heard It All Before	52	40
3223	The Space Between	53	70
3224	There You'll Be	53	66
3225	Love	52	62
3226	No More (Baby I'ma Do Right)	59	49
3227	Turn Off the Light	44	74
3228	Play	50	80
3229	My Baby	32	21
3230	Beautiful Day	63	80
3231	Austin	60	74
3232	Southern Hospitality	50	77
3233	Grown Men Don't Cry	44	75
3234	Who I Am	50	41
3235	I Wanna Be Bad	47	36
3236	One More Day	56	58
3237	I Wish	43	74
3238	You Shouldn't Kiss Me Like This	46	69
3239	Dance with Me	39	31
3240	So Fresh So Clean	65	76
3241	E.I.	55	77
3242	Be Like That	57	73
3243	Oochie Wally	47	0
3244	Hero	62	80
3245	Hemorrhage (In My Hands)	62	60
3246	How You Remind Me	78	78
3247	Foolish	71	73
3248	Hot in Herre	71	77
3249	Wherever You Will Go	72	65
3250	A Thousand Miles	77	68
3251	In the End	83	86
3252	U Got It Bad	70	82
3253	Blurry	66	65
3254	Complicated	75	80
3255	The Middle	76	68
3256	U Don't Have to Call	57	82
3257	Family Affair	70	72
3258	My Sacrifice	69	78
3259	Without Me	80	96
3260	Hero	62	80
3261	All You Wanted	59	61
3262	Wasting My Time	64	57
3263	One Last Breath	68	78
3264	Whenever, Wherever	73	86
3265	Just a Friend 2002	61	72
3266	Soak Up the Sun	53	66
3267	Nothin'	48	60
3268	A Moment Like This	52	79
3269	Happy	58	73
3270	No Such Thing	62	84
3271	Superman (It's Not Easy)	66	61
3272	Cleanin' Out My Closet	70	96
3273	Halfcrazy	51	62
3274	Lights, Camera, Action!	38	39
3275	Still Fly	59	53
3276	A Woman's Worth	54	79
3277	7 Days	71	73
3278	Work It	69	76
3279	Escape	50	80
3280	More than a Woman	18	62
3281	Hella Good	50	70
3282	I Love You	49	69
3283	Gotta Get thru This	48	58
3284	Lose Yourself	78	96
3285	Butterflies	57	86
3286	What About Us?	37	67
3287	Underneath Your Clothes	66	86
3288	Differences	69	68
3289	Luv U Better	48	65
3290	Gimme the Light	58	83
3291	Rollout (My Business)	57	77
3292	Here Is Gone	51	73
3293	No More Drama	49	72
3294	Days Go By	47	43
3295	Baby	63	73
3296	The Good Stuff	53	75
3297	Good Morning Beautiful	50	45
3298	Rock the Boat	34	62
3299	Drive (For Daddy Gene)	58	73
3300	Standing Still	46	68
3301	Full Moon	44	67
3302	Uh Huh	57	61
3303	A New Day Has Come	53	77
3304	Turn Off the Light	44	74
3305	Living and Living Well	45	73
3306	My List	45	69
3307	Hands Clean	53	70
3308	Sk8er Boi	73	80
3309	Long Time Gone	46	68
3310	Where Were You (When the World Stopped Turning)	53	73
3311	Like I Love You	60	83
3312	I Do!!	46	54
3313	In da Club	72	83
3314	Ignition (Remix)	73	74
3315	Get Busy	64	83
3316	Crazy in Love	32	0
3317	When I'm Gone	68	73
3318	Unwell	61	70
3319	Right Thurr	70	63
3320	Miss You	26	62
3321	Get Low	61	0
3322	Shake Ya Tailfeather	46	0
3323	Beautiful	72	80
3324	P.I.M.P.	68	83
3325	Where Is the Love?	69	79
3326	Lose Yourself	78	96
3327	Rock wit U (Awww Baby)	63	73
3328	Cry Me a River	75	83
3329	How You Gonna Act Like That	60	60
3330	Rock Your Body	71	83
3331	No Letting Go	61	52
3332	Landslide	67	68
3333	Work It	69	76
3334	So Gone	62	64
3335	Never Leave You (Uh Oooh, Uh Oooh)	58	51
3336	Miss Independent	53	79
3337	Calling All Angels	36	81
3338	This Is the Night	16	42
3339	Your Body Is a Wonderland	76	84
3340	Headstrong	73	63
3341	In Those Jeans	61	68
3342	The Remedy (I Won't Worry)	58	81
3343	Excuse Me Miss	49	82
3344	Jenny from the Block	46	0
3345	Are You Happy Now?	49	61
3346	Forever and for Always	50	73
3347	I Can	64	75
3348	If You're Not the One	54	58
3349	Thoia Thoing	40	74
3350	Here Without You	74	73
3351	Wanksta	53	83
3352	My Love Is Like...Wo	51	66
3353	Like Glue	61	83
3354	My Front Porch Looking In	54	62
3355	Angel	49	45
3356	She Hates Me	64	65
3357	Intuition	39	68
3358	Hell Yeah	24	0
3359	Fighter	66	80
3360	Thugz Mansion	59	82
3361	Clocks	75	89
3362	Put That Woman First	60	59
3363	Rain on Me	39	73
3364	19 Somethin'	55	54
3365	Red Dirt Road	62	68
3366	What Was I Thinkin'	63	73
3367	Flying Without Wings	33	43
3368	Sing for the Moment	72	96
3369	Have You Forgotten?	56	52
3370	No Shoes, No Shirt, No Problems	54	75
3371	Sick of Being Lonely	40	46
3372	Step in the Name of Love	48	74
3373	Like a Stone	75	71
3374	Superman	72	96
3375	Real Good Man	52	75
3376	Say Yes	60	54
3377	Burn	65	82
3378	If I Ain't Got You	79	79
3379	This Love	78	90
3380	The Reason	77	67
3381	Hey Ya!	73	76
3382	Lean Back	65	55
3383	Tipsy	64	57
3384	Confessions Part II	67	82
3385	Freek-a-Leek	63	59
3386	Here Without You	74	73
3387	Someday	65	78
3388	Naughty Girl	60	87
3389	My Immortal	73	73
3390	Dirt Off Your Shoulder	57	82
3391	Move Ya Body	66	60
3392	Dip It Low	53	54
3393	Me, Myself and I	65	87
3394	Turn Me On	67	57
3395	The First Cut Is the Deepest	24	66
3396	You Don't Know My Name	59	79
3397	Overnight Celebrity	65	67
3398	Hotel	30	0
3399	Numb	81	86
3400	She Will Be Loved	81	90
3401	White Flag	53	71
3402	Heaven	51	48
3403	Pieces of Me	54	52
3404	Leave (Get Out)	3	67
3405	Milkshake	57	65
3406	Splash Waterfalls	46	77
3407	Jesus Walks	61	92
3408	Toxic	77	81
3409	With You	58	56
3410	Meant to Live	55	64
3411	Sorry 2004	37	43
3412	My Happy Ending	68	80
3413	On Fire	60	65
3414	Roses	69	76
3415	Walked Outta Heaven	54	65
3416	My Band	68	67
3417	Through the Wire	66	92
3418	Why?	49	68
3419	Fuck It (I Don't Want You Back)	64	56
3420	Game Over (Flip)	49	56
3421	One Thing	55	58
3422	Headsprung	54	65
3423	Get Low	61	0
3424	U Should've Known Better	47	64
3425	On the Way Down	48	51
3426	Breakaway	66	79
3427	Are You Gonna Be My Girl	74	65
3428	100 Years	61	61
3429	Step in the Name of Love	48	74
3430	Breaking the Habit	59	86
3431	Live Like You Were Dying	63	75
3432	Remember When	62	73
3433	Everytime	60	81
3434	Dude	51	62
3435	American Soldier	59	69
3436	You'll Think of Me	44	75
3437	Happy People	40	74
3438	Hey Mama	48	79
3439	Redneck Woman	54	54
3440	Just Lose It	60	96
3441	Letters from Home	60	61
3442	I Go Back	56	75
3443	We Belong Together	71	83
3444	Hollaback Girl	70	74
3445	Let Me Love You	79	72
3446	Since U Been Gone	74	79
3447	Boulevard of Broken Dreams	72	81
3448	Behind These Hazel Eyes	60	79
3449	Disco Inferno	66	83
3450	You and Me	75	68
3451	Shake It Off	56	83
3452	Mr. Brightside	78	80
3453	Just a Lil Bit	72	83
3454	Pon de Replay	75	91
3455	How We Do	0	0
3456	Beverly Hills	66	74
3457	Lonely No More	58	65
3458	Breakaway	66	79
3459	Switch	59	76
3460	Like You	33	0
3461	My Humps	63	79
3462	Caught Up	61	82
3463	Scars	61	75
3464	Feel Good Inc.	80	80
3465	Let Me Go	53	73
3466	Holiday	70	81
3467	Sugar, We're Goin Down	77	82
3468	Grind with Me	67	61
3469	Photograph	66	78
3470	Lonely	55	81
3471	Collide	71	62
3472	Wake Me Up When September Ends	76	81
3473	Slow Down	66	62
3474	Some Cut	11	3
3475	Play	52	54
3476	Karma	51	79
3477	Speed of Sound	69	89
3478	I Don't Want to Be	70	69
3479	Mockingbird	69	96
3480	She Will Be Loved	81	90
3481	Wait (The Whisper Song)	60	65
3482	Incomplete	63	80
3483	Bring Em Out	63	80
3484	1 Thing	59	57
3485	Best of You	74	80
3486	Goin' Crazy	48	65
3487	Inside Your Heaven	46	75
3488	Because of You	73	79
3489	Truth Is	51	60
3490	Your Body	61	61
3491	Beautiful Soul	70	66
3492	Cool	56	74
3493	Get Back	53	77
3494	U Don't Know Me	48	80
3495	These Words	65	68
3496	Get Right	64	80
3497	Daughters	67	84
3498	As Good as I Once Was	64	69
3499	Ordinary People	68	82
