	Year	Artist	Track	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Liveness	Valence	Tempo	Song Popularity	Duration_ms	Time Signature
575	2002	Linkin Park	Reanimation	0.326	0.984	1	-4.359	0	0.138	0.0094	0.0	0.976	0.316	94.931	32	222360	4
576	2000	Radiohead	Kid A	0.63	0.429	5	-15.54	1	0.0356	0.261	0.85	0.309	0.168	112.93	52	284507	4
577	2003	Jack Johnson	On And On	0.892	0.704	9	-8.314	0	0.106	0.176	0.0372	0.0945	0.648	87.025	58	238827	4
578	2000	South Park Mexican	The Purity Album (Explicit)	0.917	0.468	2	-7.87	1	0.0761	0.035	0.00059	0.0705	0.697	89.975	41	275827	4
579	2001	Fabolous	Ghetto Fabolous	0.916	0.821	4	-4.118	0	0.15	0.0528	0.0	0.0635	0.592	90.04	47	306440	4
580	2003	The Psychedelic Furs	The Psychedelic Furs Superhits	0.64	0.768	0	-7.667	1	0.0355	0.00432	0.000228	0.126	0.531	126.093	50	214053	4
581	2002	Archie Eversole	Ride Wit Me Dirty South Style	0.756	0.532	6	-6.508	0	0.0934	0.072	0.0	0.0579	0.869	149.975	50	232480	4
582	2003	Guster	Keep It Together	0.235	0.438	7	-11.577	1	0.0324	0.0999	0.021	0.112	0.0714	162.438	31	316600	4
583	2001	System Of A Down	Toxicity	0.376	0.787	5	-4.731	0	0.0395	0.00357	0.0	0.552	0.372	87.105	63	176200	4
584	2001	Bee Gees	The Record - Their Greatest Hits	0.675	0.901	10	-6.099	0	0.0414	0.0723	0.000171	0.363	0.886	103.692	51	284693	4
585	2000	The Beatles	1 (Remastered)	0.665	0.782	6	-8.438	0	0.0307	0.12	4.19e-06	0.125	0.731	137.453	66	169000	4
586	2002	Nirvana	Nirvana	0.678	0.678	7	-5.866	1	0.038	0.00133	0.0	0.0855	0.433	123.207	34	255213	4
587	2003	Omar Cunningham	Hell At The House	0.766	0.36	9	-6.206	1	0.0523	0.388	0.0	0.349	0.44	106.613	31	341907	4
588	2003	Silverstein	When Broken Is Easily Fixed	0.263	0.736	6	-6.685	1	0.0462	0.00576	2.65e-05	0.175	0.386	181.415	39	255973	3
589	2000	Lamb of God	New American Gospel	0.288	0.959	7	-3.121	1	0.0628	4.19e-06	0.658	0.198	0.347	107.692	39	314293	4
590	2000	Eddie Kendricks	20th Century Masters: The Millennium Collection: Best of Eddie Kendricks	0.724	0.624	5	-10.178	0	0.0308	0.26	0.0167	0.324	0.922	114.64	41	233067	4
591	2003	Barney	Start Singing With Barney	0.846	0.223	4	-15.579	0	0.0458	0.534	7.07e-06	0.103	0.967	119.979	47	33492	4
592	2002	Lucero	Tennessee	0.512	0.51	7	-6.829	1	0.0272	0.629	4.91e-05	0.198	0.222	112.823	34	225747	4
593	2003	Solido	Vuelve	0.816	0.334	11	-12.133	0	0.0447	0.529	1.55e-06	0.116	0.381	117.689	38	229560	4
594	2002	Kenny Chesney	No Shoes, No Shirt, No Problems	0.364	0.553	2	-10.016	1	0.0298	0.184	0.000396	0.188	0.311	175.739	32	292027	4
595	2001	Groove Armada	Goodbye Country (Hello Nightclub)	0.473	0.867	2	-8.824	0	0.158	0.00877	0.688	0.0571	0.153	94.091	58	300267	4
596	2003	Beyoncé	Dangerously In Love	0.662	0.374	9	-11.19	1	0.34	0.114	3.59e-06	0.249	0.551	112.694	44	259067	4
597	2003	Various Artists	The Xtatik Circus	0.82	0.95	2	-3.617	1	0.0668	0.0149	0.0	0.111	0.945	150.024	36	227213	4
598	2001	Alicia Keys	Songs In A Minor (10th Anniversary Edition) [Deluxe Edition]	0.667	0.41	4	-8.323	0	0.138	0.331	0.0	0.064	0.493	75.069	40	303333	4
599	2000	Fish Leong	如果有一天(勇氣)	0.64	0.366	5	-9.358	1	0.0291	0.743	0.0	0.0952	0.234	115.789	47	239293	4
600	2002	Fred Mollin	Princess Lullaby: Soothing Instrumental Lullabies For Little Princesses	0.574	0.0956	1	-18.299	0	0.0287	0.973	0.568	0.121	0.164	94.999	34	181867	4
601	2003	Damien Rice	Live From The Union Chapel	0.243	0.215	2	-21.08	1	0.123	0.899	7.77e-06	0.925	0.148	89.984	35	184306	4
602	2003	The Strokes	Room On Fire	0.426	0.94	7	-3.973	1	0.0337	6.7e-05	0.883	0.0772	0.595	139.952	45	176160	4
603	2003	Thrice	The Artist In The Ambulance	0.562	0.972	0	-2.803	1	0.0793	4.15e-05	0.357	0.0983	0.303	104.036	36	209600	3
604	2000	Garnett Silk	The Very Best Of Garnet Silk	0.689	0.482	8	-7.182	1	0.159	0.558	0.0	0.377	0.71	81.841	41	230133	4
605	2002	Bob Marley & The Wailers	Legend (Deluxe Edition)	0.668	0.254	0	-10.646	1	0.0433	0.592	0.0	0.0845	0.644	115.875	51	227333	4
606	2000	Regine Velasquez	Kailangan Ko'y Ikaw- OST	0.559	0.313	5	-12.055	1	0.0299	0.601	0.00083	0.0853	0.29	141.942	51	300387	4
607	2003	Radiohead	Hail To the Thief	0.614	0.677	9	-8.317	0	0.0323	0.0193	0.518	0.108	0.717	126.477	55	323600	4
608	2002	Montez de Durango	El Sube Y Baja	0.859	0.716	2	-6.362	1	0.0838	0.0738	1.25e-05	0.0175	0.993	145.719	44	176293	3
609	2002	The Rascals	The Rascals: Essentials	0.67	0.623	10	-9.65	1	0.0348	0.41	0.0	0.145	0.96	126.334	32	178867	4
610	2000	Billy Bragg	Mermaid Avenue Vol. II	0.327	0.385	5	-10.162	1	0.0434	0.74	1.49e-05	0.142	0.354	68.556	38	386440	4
611	2002	Interpol	Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered)	0.267	0.967	4	-4.852	0	0.0609	3e-05	0.702	0.0911	0.266	145.543	38	215520	4
612	2001	The Verve Pipe	Underneath	0.442	0.646	2	-5.37	1	0.0307	0.0379	0.00052	0.0902	0.238	161.637	43	266267	4
613	2001	Spoon	Girls Can Tell	0.715	0.608	4	-7.674	1	0.0271	0.0148	6.5e-06	0.0919	0.638	106.102	43	136787	4
614	2002	Interpol	Turn On The Bright Lights	0.526	0.74	7	-7.521	1	0.0246	0.0554	0.578	0.0872	0.651	108.566	39	240093	4
615	2003	Dwele	Subject	0.712	0.657	10	-5.888	0	0.149	0.0577	0.0	0.234	0.437	97.993	43	249573	4
616	2003	Trace Adkins	Comin' On Strong	0.559	0.84	7	-3.997	1	0.0321	0.0101	0.0017	0.333	0.77	105.943	39	200600	4
617	2003	Jet	Get Born	0.489	0.918	0	-3.762	1	0.0513	0.000309	8.59e-06	0.102	0.63	133.554	43	196600	4
618	2002	Latino Velvet	Frost Presents...Raza Radio	0.784	0.765	1	-3.545	1	0.212	0.095	0.0	0.182	0.845	94.812	48	212880	4
619	2002	Nirvana	Nirvana	0.688	0.685	7	-5.815	1	0.0377	0.00135	0.0	0.0679	0.405	123.156	47	255213	4
620	2002	Los Terricolas	Los Exitos de Los Terricolas	0.4	0.408	7	-8.944	1	0.0464	0.785	0.0	0.151	0.465	84.354	40	220520	4
621	2003	Damien Rice	O	0.49	0.293	0	-12.883	1	0.0512	0.593	2.38e-06	0.127	0.446	153.616	46	278427	4
622	2002	Sean Paul	Dutty Rock	0.658	0.621	1	-5.725	1	0.231	0.0667	2.46e-06	0.142	0.817	91.267	58	246707	4
623	2002	Alan Jackson	Let It Be Christmas	0.626	0.341	7	-9.491	1	0.0272	0.81	0.0	0.158	0.412	97.591	48	251240	3
624	2002	Koko Taylor	Deluxe Edition	0.492	0.733	0	-8.872	1	0.103	0.0472	2.04e-05	0.0377	0.594	110.417	45	275333	3
625	2001	Gorillaz	Gorillaz	0.495	0.67	8	-7.581	1	0.36	0.00485	0.587	0.085	0.519	153.529	41	98533	4
626	2000	Soulfly	Primitive (Special Edition)	0.598	0.954	2	-4.86	1	0.0801	0.00951	2.86e-05	0.127	0.235	100.98	55	311987	4
627	2002	Avenged Sevenfold	Sounding The Seventh Trumpet	0.338	0.971	4	-3.862	0	0.129	6.09e-05	0.0109	0.377	0.307	99.942	38	289373	4
628	2001	Jimmy Eat World	Bleed American	0.449	0.923	2	-5.26	1	0.0719	0.0277	1.32e-05	0.233	0.573	184.232	46	243507	4
629	2002	Kenny Rogers	The Gift	0.635	0.414	3	-9.682	0	0.0257	0.482	0.0	0.164	0.188	106.983	45	232253	4
630	2002	Taking Back Sunday	Tell All Your Friends	0.214	0.852	11	-5.755	1	0.0845	0.000298	3.65e-05	0.113	0.298	159.446	45	215493	4
631	2002	Box Car Racer	Box Car Racer	0.415	0.961	2	-3.789	1	0.164	0.0438	0.00116	0.321	0.224	142.447	52	270867	5
632	2002	Red Hot Chili Peppers	By The Way	0.565	0.776	4	-4.161	0	0.0282	0.00856	0.000136	0.111	0.326	104.346	53	311693	4
633	2003	Dave Attell	Skanks For The Memories	0.481	0.71	3	-12.704	1	0.961	0.736	0.0	0.795	0.387	71.556	39	115973	3
634	2001	Los Bukis	Y Para Siempre ...	0.605	0.506	0	-11.697	1	0.034	0.418	0.0	0.143	0.265	85.188	59	208067	4
635	2000	Incubus	When Incubus Attacks, Vol. 1	0.484	0.377	4	-8.761	1	0.0367	0.647	0.0	0.101	0.54	139.605	41	227227	4
636	2001	Destiny's Child	Survivor	0.514	0.911	1	-2.027	0	0.41	0.0559	0.0	0.775	0.619	161.109	73	254027	4
637	2002	Nina	Heaven	0.711	0.36	11	-11.237	0	0.0331	0.385	9.82e-06	0.111	0.381	127.928	53	255213	4
638	2002	Busta Rhymes	It Ain't Safe No More. . .	0.648	0.759	6	-4.315	1	0.306	0.0142	0.0	0.648	0.518	85.996	66	324307	4
639	2001	Ludacris	Word Of Mouf	0.919	0.677	2	-8.642	1	0.254	0.0942	0.0	0.594	0.875	131.05	57	296587	4
640	2001	Various Artists	Moulin Rouge (Soundtrack)	0.124	0.0825	5	-14.829	1	0.0404	0.367	0.0015	0.13	0.0721	88.022	39	205533	4
641	2000	Big Moe	City Of Syrup	0.893	0.437	9	-10.518	1	0.122	0.0227	1.35e-06	0.602	0.405	104.443	36	261427	4
642	2000	The Avalanches	Since I Left You	0.595	0.979	1	-5.946	0	0.148	0.0541	5.86e-05	0.323	0.501	105.19	33	261960	4
643	2002	Sixpence None The Richer	Divine Discontent	0.56	0.804	9	-6.146	1	0.025	0.0357	0.0	0.135	0.538	98.062	41	237267	4
644	2000	Nelly Furtado	Whoa, Nelly! (Special Edition)	0.616	0.633	10	-5.076	1	0.0383	0.147	1.48e-06	0.288	0.58	89.644	71	243160	4
645	2003	Sheryl Crow	The Very Best Of	0.599	0.824	4	-5.471	0	0.0328	0.00843	0.000221	0.305	0.581	104.679	42	247000	4
646	2001	The Smashing Pumpkins	(Rotten Apples) The Smashing Pumpkins Greatest Hits	0.424	0.217	10	-15.066	1	0.0319	0.905	0.0204	0.143	0.356	111.648	47	190173	3
647	2001	The Cure	Greatest Hits	0.709	0.747	11	-6.557	0	0.0288	0.428	0.000159	0.201	0.824	130.441	40	211467	4
648	2002	Black Star	Mos Def & Talib Kweli Are Black Star	0.79	0.608	1	-6.9	1	0.275	0.21	0.0	0.0549	0.568	92.147	52	316933	4
649	2003	OutKast	The Way You Move / Hey Ya!	0.715	0.97	0	-2.206	1	0.0648	0.0644	0.000156	0.205	0.963	79.504	67	239240	4
650	2003	Miriam Makeba	Reflections	0.809	0.882	3	-3.544	1	0.0356	0.378	0.0	0.0759	0.969	126.046	54	182227	4
651	2003	Yeah Yeah Yeahs	Fever To Tell	0.555	0.146	11	-16.991	0	0.0986	0.662	0.0	0.234	0.189	124.208	35	184126	4
652	2002	2Pac	Better Dayz	0.747	0.743	2	-3.941	1	0.323	0.202	6.13e-06	0.0919	0.484	187.927	37	229973	4
653	2003	Blur	Think Tank	0.529	0.455	0	-8.603	1	0.0274	0.0424	0.00364	0.364	0.318	138.678	49	233373	4
654	2002	Bacilos	Caraluna	0.745	0.924	5	-3.898	1	0.0355	0.201	5.01e-05	0.121	0.909	103.033	68	237387	4
655	2003	Kylie Minogue	Body Language	0.772	0.845	6	-8.082	1	0.0468	0.0133	0.166	0.139	0.573	114.997	32	193667	4
656	2002	Barbra Streisand	The Essential Barbra Streisand	0.265	0.338	9	-11.109	1	0.033	0.883	0.00365	0.16	0.156	138.372	48	210027	3
657	2003	Jessica Simpson	In This Skin (Standard Package)	0.568	0.607	7	-6.006	1	0.0271	0.252	0.0	0.25	0.405	99.692	45	195347	4
658	2003	Switchfoot	The Beautiful Letdown (Deluxe Version)	0.592	0.754	9	-7.553	1	0.0299	0.0198	0.00673	0.118	0.639	130.006	44	259000	4
659	2000	Son By Four	Son By 4	0.56	0.544	0	-10.171	1	0.0465	0.342	0.0	0.203	0.347	149.695	60	210187	4
660	2001	Journey	The Essential Journey	0.393	0.668	2	-7.949	1	0.0485	0.0689	0.000246	0.0902	0.704	212.645	41	234333	3
661	2003	Klaus Badelt	Pirates of the Caribbean: The Curse of the Black Pearl (Original Motion Picture Soundtrack)	0.3	0.172	2	-14.214	0	0.0296	0.601	0.948	0.109	0.0707	90.146	46	136280	3
662	2002	Yoskar Sarante	No Es Casualidad	0.926	0.64	1	-7.854	1	0.0395	0.142	6.12e-05	0.0517	0.846	125.072	34	241867	4
663	2000	The Beatles	1 (Remastered)	0.378	0.677	2	-8.63	1	0.0298	0.0635	0.0	0.183	0.648	106.071	64	135693	4
664	2003	Kings of Leon	Youth And Young Manhood	0.387	0.406	4	-8.29	1	0.0335	0.0115	0.0124	0.0674	0.132	155.467	39	300573	3
665	2001	Rammstein	Mutter	0.467	0.965	2	-4.029	1	0.089	1.06e-05	0.785	0.329	0.313	160.168	42	257493	4
666	2003	Luny Tunes	Mas Flow, Vol. 1	0.847	0.663	2	-8.0	0	0.0533	0.526	0.00148	0.0736	0.914	95.041	56	242574	4
667	2001	Guttermouth	Covered With Ants	0.545	0.968	4	-3.773	1	0.0862	0.114	0.0	0.404	0.841	164.416	42	161800	4
668	2001	Los Bukis	Si Me Recuerdas	0.644	0.505	2	-12.506	1	0.0246	0.0243	1.25e-05	0.27	0.729	103.805	55	286400	4
669	2001	moe.	Dither	0.648	0.846	4	-6.419	1	0.0616	0.0162	6.36e-05	0.0511	0.767	125.651	42	216360	4
670	2002	Ashanti	Ashanti	0.659	0.463	1	-8.86	1	0.0329	0.108	1.78e-06	0.0973	0.254	127.157	39	249107	4
671	2000	Erykah Badu	Mama's Gun	0.724	0.416	5	-8.964	0	0.0841	0.365	0.0	0.0969	0.578	151.181	51	348893	4
672	2002	Neko Case	Blacklisted	0.271	0.31	0	-7.967	1	0.0309	0.725	1.99e-06	0.119	0.16	169.614	51	214733	3
673	2003	Jet	Get Born	0.489	0.918	0	-3.762	1	0.0513	0.000309	8.59e-06	0.102	0.63	133.554	43	196600	4
674	2001	Various Artists	Moulin Rouge (Soundtrack)	0.205	0.104	1	-13.102	0	0.035	0.809	0.000735	0.337	0.0776	81.387	44	198560	4
675	2000	Ween	White Pepper	0.698	0.76	0	-4.42	1	0.0374	0.135	0.000356	0.369	0.526	111.173	38	205307	4
676	2000	Intocable	14 Grandes Exitos	0.66	0.441	11	-11.02	0	0.0364	0.15	0.000267	0.0808	0.449	125.666	62	267533	4
677	2001	Aesop Rock	Labor Days	0.673	0.879	2	-6.222	1	0.308	0.038	0.00242	0.374	0.828	90.145	37	278627	4
678	2002	Wild Cherry	Super Hits	0.822	0.87	9	-6.257	1	0.0592	0.124	0.0	0.045	0.901	109.174	42	301800	4
679	2001	Mobb Deep	Infamy	0.833	0.68	7	-5.408	1	0.227	0.157	0.0	0.189	0.641	98.996	49	242093	4
680	2001	Original Motion Picture Soundtrack	Forrest Gump - The Soundtrack	0.566	0.505	7	-10.404	1	0.0283	0.428	5.3e-06	0.0927	0.649	113.145	54	178800	4
681	2000	Big Pun	Still Not a Player EP	0.9	0.574	4	-7.465	0	0.295	0.187	0.00164	0.0857	0.881	94.071	40	237707	4
682	2003	Erykah Badu	Worldwide Underground	0.771	0.409	2	-9.235	1	0.126	0.0894	0.00107	0.169	0.398	86.502	43	529373	4
683	2001	The Cure	Greatest Hits	0.67	0.482	11	-12.511	1	0.145	0.273	0.136	0.318	0.947	184.92	33	220533	4
684	2002	Soundtrack	WWF Tough Enough 2 (clean)	0.519	0.755	6	-7.226	1	0.0398	0.397	0.0	0.082	0.557	149.628	33	249533	4
685	2003	Dido	Life For Rent	0.635	0.799	11	-6.719	1	0.0319	0.115	0.000129	0.112	0.263	125.954	32	299400	4
686	2002	Alexei Lubimov	Liszt, Chopin, Silvestrov: Der Bote - Elegies For Piano	0.315	0.0096	9	-31.019	1	0.0422	0.994	0.959	0.0829	0.104	67.362	41	338933	3
687	2001	Cake	Comfort Eagle	0.702	0.678	5	-6.854	1	0.0369	0.0207	0.552	0.0986	0.433	126.557	45	179107	4
688	2001	Faith Evans	Faithfully	0.489	0.757	11	-4.062	0	0.0926	0.00981	0.0	0.234	0.567	168.004	49	267160	4
689	2003	Patsy Cline	Greatest Hits	0.438	0.207	0	-12.068	1	0.0318	0.943	0.000119	0.148	0.379	110.202	35	181023	3
690	2002	Montez de Durango	El Sube Y Baja	0.531	0.599	2	-6.937	1	0.104	0.153	5.04e-06	0.14	0.962	205.691	33	210520	3
691	2003	Jack Johnson	On And On	0.602	0.633	2	-6.916	1	0.208	0.223	1.03e-06	0.348	0.483	139.984	45	170493	4
692	2003	Miriam Makeba	Reflections	0.809	0.882	3	-3.544	1	0.0356	0.378	0.0	0.0759	0.969	126.046	54	182227	4
693	2001	Explosions In The Sky	Those Who Tell the Truth Shall Die, Those Who Tell the Truth Shall Live Forever	0.272	0.255	9	-11.018	0	0.0347	0.0254	0.78	0.222	0.0667	143.788	35	439467	4
694	2003	Valentín Elizalde	Corridos Entre Amigos	0.61	0.451	5	-7.78	1	0.072	0.362	0.000278	0.382	0.973	199.474	40	153587	3
695	2002	Juanes	Un Día Normal	0.542	0.706	7	-4.022	1	0.0253	0.00985	0.00374	0.0956	0.791	90.007	48	222853	4
696	2002	Avril Lavigne	Let Go	0.573	0.806	2	-5.172	1	0.0326	0.000598	5.28e-06	0.142	0.589	101.998	53	223867	4
697	2000	Aqua	Aquarius	0.627	0.985	0	-4.054	1	0.0417	0.0682	0.00127	0.127	0.702	132.994	48	229480	4
698	2002	Jaheim	Still Ghetto	0.532	0.492	6	-6.309	1	0.273	0.119	0.0	0.0777	0.499	91.098	36	201800	4
699	2001	Jeffrey Gaines	Always Be	0.465	0.545	2	-7.8	1	0.041	0.464	0.0	0.893	0.488	161.862	35	308533	4
700	2001	Harry Gregson-Williams	Shrek (Original Motion Picture Score)	0.0984	0.182	8	-18.739	1	0.0349	0.648	0.197	0.513	0.103	86.706	55	86693	3
701	2003	Vince Gill	The Best Of Vince Gill 20th Century Masters The Millennium Collection	0.652	0.859	7	-8.839	0	0.0341	0.376	8.34e-05	0.317	0.967	152.885	38	183507	4
702	2001	Los Razos	Con Banda Y De Parranda	0.464	0.534	0	-6.721	1	0.0569	0.662	0.000705	0.124	0.98	217.47	34	208027	3
703	2001	Rammstein	Mutter	0.642	0.838	2	-3.69	0	0.0442	0.000826	0.0041	0.297	0.691	127.108	47	286173	4
704	2001	Cross Canadian Ragweed	Highway 377	0.429	0.835	11	-6.453	0	0.0852	0.354	1.3e-06	0.194	0.614	96.726	54	218600	4
705	2000	John Prine	Souvenirs	0.673	0.503	9	-9.55	1	0.0355	0.652	0.0	0.197	0.672	99.178	35	172533	4
706	2001	El Gran Silencio	Chúntaros Radio Poder	0.366	0.826	9	-5.139	1	0.0923	0.193	0.0	0.0738	0.369	93.128	51	260855	4
707	2000	QB Finest	Nas & Ill Will Records Presents Queensbridge the album	0.64	0.721	7	-6.955	1	0.322	0.0564	0.000842	0.774	0.714	93.346	47	297907	4
708	2003	Kaki King	Everybody Loves You	0.261	0.264	8	-17.216	0	0.0398	0.777	0.808	0.112	0.097	129.928	54	210907	3
709	2000	Dan Zanes	Rocket Ship Beach	0.697	0.248	2	-10.339	1	0.0654	0.945	4.73e-06	0.739	0.608	130.988	34	169467	4
710	2003	Broken Social Scene	You Forgot It In People	0.389	0.559	0	-8.535	1	0.0394	0.00108	0.00848	0.217	0.346	148.007	43	330853	4
711	2002	Kenny Chesney	No Shoes, No Shirt, No Problems	0.575	0.921	2	-6.206	1	0.0661	0.0153	0.000766	0.293	0.416	125.922	34	228840	4
712	2003	Three 6 Mafia	Da Unbreakables (Explicit Version)	0.836	0.7	2	-3.861	1	0.358	0.0308	0.0	0.0856	0.351	167.329	35	241000	4
713	2002	Billy Vera & The Beaters	The Best of Billy Vera and the Beaters	0.578	0.286	6	-7.371	1	0.0421	0.864	2.68e-05	0.168	0.16	80.975	41	234507	3
714	2003	The Shins	Chutes Too Narrow	0.525	0.335	5	-9.042	1	0.0297	0.131	0.000615	0.117	0.41	110.522	46	233333	4
715	2001	Moonstar88	Popcorn	0.358	0.4	2	-8.172	1	0.0269	0.219	0.0	0.0738	0.311	88.239	58	264202	4
716	2000	Nickel Creek	Nickel Creek	0.361	0.707	9	-8.796	1	0.0303	0.103	0.362	0.361	0.557	138.843	32	248960	4
717	2002	Los Invasores De Nuevo León	20 Corridos	0.863	0.411	8	-10.386	1	0.0951	0.275	0.0	0.122	0.887	97.953	39	169160	4
718	2002	Jaguares	El Primer Instinto	0.552	0.709	2	-5.448	1	0.027	0.206	5.32e-06	0.158	0.291	124.089	63	238267	4
719	2001	Enrique Iglesias	Escape	0.767	0.854	11	-4.544	1	0.0284	0.0409	4.74e-05	0.0914	0.824	125.939	44	207800	4
720	2003	Jagged Edge	Hard	0.612	0.652	0	-7.024	1	0.0681	0.343	0.0	0.0537	0.388	114.918	40	262960	4
721	2000	Chayanne	Simplemente	0.573	0.642	11	-6.873	1	0.0272	0.189	0.0	0.221	0.492	140.264	57	288947	4
722	2000	Rehab	Southern Discomfort	0.673	0.82	5	-5.265	0	0.17	0.0462	0.0	0.129	0.718	87.231	33	220867	4
723	2001	Los Acosta	Una Chica está llorando	0.658	0.702	9	-10.775	1	0.0334	0.32	0.00102	0.233	0.654	101.536	43	216642	4
724	2000	Queens of the Stone Age	Rated R	0.33	0.922	11	-5.632	1	0.172	0.0172	0.000125	0.358	0.526	164.873	45	163627	4
725	2003	Eagles	The Very Best Of The Eagles (Remastered)	0.803	0.521	0	-7.775	1	0.0276	0.139	0.00899	0.081	0.969	99.46	38	221234	4
726	2003	Jaylib	Champion Sound	0.611	0.71	2	-6.718	1	0.391	0.181	0.0	0.0933	0.788	96.617	36	211520	4
727	2000	Chicos de Barrio	La Lola	0.698	0.842	4	-5.641	0	0.17	0.487	0.0291	0.297	0.919	182.26	40	227693	4
728	2003	Guster	Keep It Together	0.575	0.597	4	-8.272	1	0.0296	0.0636	0.0	0.2	0.55	117.567	34	223333	4
729	2003	Linkin Park	Meteora	0.535	0.951	3	-3.324	0	0.18	0.00777	0.0	0.0669	0.723	160.102	52	175373	4
730	2003	Red Hot Chili Peppers	Greatest Hits	0.524	0.946	11	-3.081	0	0.0395	0.00163	0.0	0.242	0.613	119.156	58	201267	4
731	2002	Nine Inch Nails	Still	0.574	0.427	11	-11.68	1	0.0254	0.611	0.948	0.117	0.221	140.031	36	374893	1
732	2001	Tenacious D	Tenacious D	0.78	0.266	3	-17.777	1	0.954	0.803	0.0	0.174	0.883	74.27	38	35587	3
733	2003	Black Label Society	The Blessed Hellride	0.467	0.807	10	-5.26	0	0.0329	0.00149	2.06e-05	0.118	0.427	70.98	37	269280	4
734	2003	Various Artists	Lord Of The Rings 3-The Return Of The King (U.S. Version-Jewelcase)	0.171	0.38	10	-16.502	1	0.0385	0.794	0.919	0.0758	0.181	70.458	43	217267	4
735	2000	Elliott Smith	Figure 8	0.442	0.34	10	-8.827	0	0.0347	0.851	6.85e-05	0.106	0.321	74.748	42	144333	4
736	2001	Guttermouth	Covered With Ants	0.507	0.988	2	-2.603	1	0.069	0.00197	0.00297	0.272	0.927	158.25	43	119067	4
737	2002	Railroad Earth	Bird In A House	0.556	0.803	2	-4.586	1	0.0262	0.287	0.00017	0.257	0.759	95.663	46	328627	4
738	2003	The Hollies	Greatest Hits	0.755	0.869	9	-9.271	1	0.0572	0.383	0.00162	0.351	0.782	138.896	39	197933	4
739	2002	INXS	The Best Of INXS	0.276	0.883	9	-5.625	1	0.0446	0.000252	0.462	0.0973	0.164	164.052	37	266027	4
740	2002	Various Artists	8 Mile	0.856	0.714	1	-6.089	1	0.285	0.0748	0.0	0.365	0.79	82.629	37	248173	4
741	2000	Grandaddy	The Sophtware Slump	0.527	0.69	0	-6.747	0	0.029	0.00488	0.00387	0.235	0.2	126.003	38	300133	4
742	2001	Sum 41	All Killer, No Filler	0.506	0.899	4	-6.311	1	0.138	0.000756	0.0	0.0646	0.817	168.376	52	169960	4
743	2003	Luny Tunes	Mas Flow, Vol. 1	0.842	0.681	4	-8.149	0	0.0544	0.0115	2.65e-06	0.113	0.238	96.017	55	232587	4
744	2003	Babik Reinhardt	Babik joue Django (Babik Plays Django)	0.651	0.399	2	-11.923	1	0.063	0.706	0.944	0.105	0.694	114.34	35	156653	4
745	2003	Luny Tunes	Mas Flow, Vol. 1	0.858	0.741	9	-7.204	0	0.124	0.0196	2.04e-05	0.0974	0.823	93.001	49	170854	4
746	2002	Seether	Disclaimer	0.445	0.856	6	-2.978	0	0.0287	0.000501	0.0113	0.232	0.38	175.542	58	243640	4
747	2000	Nelly	Country Grammar	0.872	0.673	2	-6.879	1	0.108	0.00802	0.0	0.155	0.527	162.781	68	287000	4
748	2003	Luther Vandross	The Essential Luther Vandross	0.578	0.405	7	-9.178	1	0.0262	0.531	0.0	0.0886	0.232	75.08	49	322760	4
749	2002	The Mountain Goats	Tallahassee	0.65	0.436	7	-7.749	1	0.0331	0.502	4.55e-05	0.0856	0.703	84.214	35	130773	4
750	2002	Los Tucanes De Tijuana	Tucanes De Oro ... Secuestro De Amor	0.823	0.652	11	-14.045	1	0.0529	0.0203	0.0359	0.0447	0.992	146.166	46	174440	4
751	2003	Three Days Grace	Three Days Grace	0.492	0.831	0	-4.215	1	0.0693	0.000161	0.0	0.118	0.367	170.088	42	224520	3
752	2001	Ben Folds	Rockin' The Suburbs	0.273	0.752	5	-5.406	1	0.0506	0.00514	5.34e-06	0.124	0.19	124.502	33	202667	4
753	2002	Music Explosion	Little Bit O' Soul - The Best Of	0.539	0.694	7	-8.627	1	0.0697	0.384	0.0	0.202	0.877	131.901	34	141867	4
754	2000	Paulina Rubio	Paulina	0.543	0.776	2	-8.808	1	0.0588	0.0127	0.0	0.36	0.734	83.011	58	285773	4
755	2000	Diana Ross	20th Century Masters: The Millennium Collection: Best of Diana Ross	0.701	0.915	0	-4.814	1	0.0359	0.181	0.000362	0.202	0.877	123.325	37	234560	4
756	2000	Shaggy	Hot Shot	0.893	0.791	1	-4.647	0	0.273	0.142	0.0	0.239	0.656	97.674	35	216000	4
757	2002	Goldfinger	Open Your Eyes	0.541	0.903	4	-5.903	1	0.0526	0.000147	0.0	0.25	0.643	102.442	41	152773	4
758	2003	G-Unit	Beg For Mercy	0.513	0.695	5	-5.636	0	0.826	0.223	0.0	0.438	0.915	187.391	46	243040	4
759	2000	Eminem	The Marshall Mathers LP	0.778	0.769	6	-4.331	0	0.248	0.0369	4.03e-06	0.548	0.484	80.044	69	404107	4
760	2003	Original Broadway Cast of Avenue Q	Avenue Q (Original Broadway Cast Recording)	0.474	0.231	5	-10.691	1	0.0539	0.867	0.0	0.378	0.581	181.499	39	192400	4
761	2002	The Cars	Complete Greatest Hits	0.73	0.7	9	-8.648	1	0.0344	0.0966	0.000144	0.114	0.961	117.63	37	239627	4
762	2000	Marilyn Manson	Holy Wood	0.434	0.817	9	-5.129	1	0.062	6.69e-05	9.04e-05	0.0649	0.305	150.008	54	215427	4
