,Year,Artist,Track,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track_Popularity,Artist_Popularity,Duration_ms,Time Signature
3116,2003,Jim Brickman,"Rejoice (O Come, O Come Emmanuel)",0.299,0.132,2,-15.294,1,0.0352,0.959,0.858,0.118,0.102,120.628,24,57,239733,4
3117,2013,BIGBANG,Love Dust (사랑 먼지),0.663,0.758,0,-5.335,1,0.0846,0.0328,0.0,0.267,0.557,129.89,45,71,231816,4
3118,2000,The Avalanches,ETOH,0.667,0.839,11,-7.908,0,0.131,0.255,0.000374,0.273,0.298,95.516,30,57,302947,4
3119,2003,Juelz Santana,My Love (Remix),0.804,0.796,7,-5.033,1,0.309,0.233,0.0,0.327,0.872,93.155,24,67,189267,4
3120,2001,Liz Callaway,Leavin' On a Jet Plane,0.414,0.373,2,-10.072,1,0.0357,0.775,0.0,0.106,0.216,99.764,25,52,291448,4
3121,2015,Static & Ben El Tavori,Barbie,0.745,0.793,9,-4.627,0,0.0767,0.123,0.0,0.1,0.851,97.009,43,47,190056,4
3122,2007,Hillsong United,Draw Me Closer,0.221,0.203,4,-17.229,0,0.0363,0.798,0.777,0.131,0.0378,80.677,24,74,86613,4
3123,2004,Trace Bundy,Patanga,0.413,0.543,11,-6.736,0,0.0328,0.532,0.869,0.126,0.28,106.362,22,42,327960,4
3124,2015,Mumford & Sons,Hot Gates,0.486,0.382,0,-11.206,1,0.0285,0.364,0.246,0.0644,0.0667,135.838,43,84,289371,4
3125,2008,Dolle Jolle,Balearic Incarnation,0.563,0.657,9,-9.665,0,0.0344,0.0226,0.833,0.32,0.581,112.009,37,28,379640,4
3126,2000,Sam Cooke,That's It - I Quit - I'm Movin' On,0.721,0.43,10,-8.197,1,0.214,0.789,0.0,0.0991,0.82,119.85,23,70,156840,4
3127,2005,Darkest Hour,Convalescence,0.24,0.936,2,-6.532,1,0.105,5.25e-06,0.753,0.2,0.271,150.019,35,44,252667,4
3128,2011,Kristian Stanfill,Holding My World,0.388,0.143,3,-15.633,1,0.0375,0.93,1.27e-06,0.167,0.425,97.511,50,61,220420,4
3129,2011,Jeremy Riddle,Furious,0.429,0.905,1,-6.324,1,0.0759,0.000215,0.0,0.297,0.29,108.082,32,56,237719,4
3130,2000,Various Artists,Killing an Old Friend,0.0841,0.448,7,-13.553,1,0.0456,0.123,0.83,0.0676,0.0427,169.261,25,8,137880,3
3131,2015,Chris Tomlin,What Child Is This? - Live,0.388,0.315,5,-10.862,0,0.0471,0.818,0.0,0.694,0.163,142.25,39,71,168493,3
3132,2006,Jonny Lang,Only A Man,0.447,0.121,2,-12.642,1,0.0443,0.896,0.0,0.134,0.297,122.712,26,49,255680,4
3133,2004,The Innocence Mission,My Love Goes With You,0.235,0.0637,11,-14.406,1,0.0371,0.977,0.00376,0.109,0.288,77.17,24,42,172480,3
3134,2004,Lacuna Coil,Swamped,0.464,0.842,9,-4.077,1,0.0405,0.00035,0.0196,0.111,0.281,142.126,27,58,240400,4
3135,2010,Kesha,Cannibal,0.713,0.675,1,-4.632,1,0.0947,0.00859,0.0136,0.0523,0.592,129.963,45,79,194187,4
3136,2015,Escape the Fate,Let Me Be,0.593,0.898,3,-5.115,1,0.034,0.0595,0.0,0.0896,0.31,113.993,41,65,212841,4
3137,2003,Deftones,Anniversary of an Uninteresting Event,0.423,0.38,0,-10.254,1,0.0262,0.00216,0.832,0.0957,0.0432,87.029,37,69,237333,3
3138,2005,Dubee,Y.B.B. Bomb,0.854,0.667,7,-7.452,1,0.331,0.14,0.0,0.542,0.64,95.527,24,42,423532,4
3139,2007,K-Paz De La Sierra,Que Lástima Mi Amor,0.735,0.677,2,-5.444,1,0.114,0.386,5.83e-05,0.616,0.88,128.094,28,58,191067,4
3140,2008,Taken By Trees,Sweet Child O' Mine,0.544,0.479,3,-10.878,1,0.0279,0.747,0.31,0.0808,0.434,118.117,59,48,302880,4
3141,2006,Los internacionales de Jaime Vera,El Texanito,0.724,0.91,5,-10.134,0,0.0674,0.111,0.734,0.304,0.962,131.005,32,24,164040,4
3142,2008,Metallica,"Broken, Beat & Scarred",0.323,0.982,4,-1.459,1,0.0869,4.9e-05,0.00415,0.237,0.48,121.895,45,83,385467,4
3143,2000,Paul Anka,Love (Makes the World Go Round),0.631,0.622,4,-8.441,0,0.0605,0.697,0.0,0.143,0.889,143.772,24,63,146867,4
3144,2000,The Murderers,Holla Holla - Remix,0.871,0.887,6,-5.567,1,0.359,0.0921,0.0,0.292,0.634,93.261,20,19,192600,4
3145,2000,Various Artists,Me Van A Matar,0.532,0.665,1,-7.308,0,0.0309,0.04,0.00016,0.133,0.215,90.04,38,8,242400,4
3146,2003,Céline Dion,In His Touch,0.585,0.476,5,-4.584,0,0.0263,0.167,0.00103,0.134,0.216,110.013,30,77,234427,4
3147,2001,Spoon,Believing Is Art,0.831,0.696,9,-8.138,0,0.0426,0.152,0.567,0.0699,0.56,132.201,26,63,259560,4
3148,2005,Coldplay,Fix You,0.209,0.418,3,-8.74,1,0.0338,0.163,0.00195,0.113,0.123,138.265,81,89,295533,4
3149,2016,CADE,Make You Feel Loved - Extended Mix,0.616,0.571,2,-6.312,1,0.0452,0.0653,0.000141,0.123,0.254,148.026,43,72,193682,4
3150,2008,Tye Tribbett,So Amazing,0.319,0.889,10,-4.285,1,0.0562,0.000775,0.00052,0.765,0.247,167.855,25,53,326187,4
3151,2002,Sur 16,Una Vez Más,0.499,0.804,2,-7.59,1,0.0448,0.0155,0.0,0.325,0.853,152.792,33,42,218027,4
3152,2005,Nightmare Of You,My Name Is Trouble,0.555,0.92,6,-4.004,0,0.0539,0.126,0.0,0.107,0.632,128.978,24,29,240573,4
3153,2016,$uicideBoy$,The Nail To The Cross,0.769,0.926,9,-6.799,1,0.086,0.0716,0.599,0.114,0.316,109.987,50,84,192052,4
3154,2012,Lady Antebellum,Have Yourself A Merry Little Christmas,0.504,0.338,2,-9.725,1,0.0247,0.762,8.4e-06,0.0939,0.194,102.96,38,70,249387,3
3155,2011,Eric Church,Country Music Jesus,0.62,0.744,5,-5.075,1,0.0359,0.000796,4.31e-05,0.111,0.598,113.074,46,75,232880,4
3156,2016,DIIV,Under the Sun,0.552,0.851,2,-6.229,1,0.033,0.00143,0.774,0.131,0.938,154.962,58,58,227000,4
3157,2008,The Muggs,Never Know Why,0.178,0.766,0,-5.428,1,0.0403,0.0742,0.652,0.333,0.653,61.948,32,26,510120,4
3158,2000,Cam’ron,Losin' Weight (featuring Prodigy),0.721,0.757,1,-6.055,1,0.288,0.109,4.06e-06,0.118,0.787,90.015,39,65,234011,4
3159,2009,Various Artists,Bad Boy,0.461,0.375,10,-9.357,1,0.0337,0.969,5.24e-06,0.0806,0.481,107.991,31,8,173160,3
3160,2005,Daft Punk,Human After All,0.608,0.725,0,-4.367,1,0.342,0.00139,0.0546,0.0802,0.802,136.251,45,82,319880,4
3161,2007,"The Good, the Bad & the Queen",80s Life,0.721,0.645,3,-5.57,1,0.0311,0.491,0.381,0.124,0.561,110.104,41,56,208214,3
3162,2013,X Ambassadors,Stranger,0.642,0.73,5,-5.755,0,0.0327,0.000714,0.000174,0.21,0.152,113.046,41,77,243253,4
3163,2013,I See Stars,Who Am I?,0.193,0.963,11,-3.836,0,0.173,0.000828,0.00511,0.134,0.21,160.108,36,59,268533,4
3164,2017,All Time Low,Life Of The Party,0.553,0.83,6,-5.697,0,0.038,9.83e-05,0.0,0.343,0.236,101.994,54,72,205307,4
3165,2015,BTS,Autumn Leaves,0.619,0.802,10,-3.302,0,0.0423,0.0136,0.0,0.127,0.307,104.985,58,91,267151,4
3166,2016,Enrico Pieranunzi,Romance / Hommage à Milhaud,0.428,0.187,10,-21.001,1,0.0375,0.935,0.853,0.103,0.186,108.962,53,51,285601,4
3167,2007,Portugal. The Man,Sugar Cinnamon,0.509,0.878,9,-5.496,0,0.0793,0.231,1.53e-06,0.153,0.449,139.968,36,76,183960,4
3168,2009,Janet Jackson,Doesn't Really Matter,0.721,0.89,5,-3.535,0,0.0477,0.186,0.00813,0.123,0.489,99.41,30,70,296333,4
3169,2012,Alfredo Olivas,Plan De Vuelo,0.582,0.938,5,-1.48,1,0.251,0.0967,0.0,0.0787,0.862,160.005,41,72,261000,3
3170,2014,Milky Chance,Feathery - Bonus Track,0.665,0.555,4,-8.875,0,0.0373,0.542,0.153,0.107,0.353,116.026,47,72,264000,4
3171,2009,Various Artists,Seconds And Years,0.543,0.167,2,-16.249,1,0.201,0.941,0.0,0.195,0.718,143.118,33,8,39427,3
3172,2003,Calvin Richardson,Keep On Pushin' - Original Version,0.39,0.442,10,-6.058,1,0.0397,0.0663,0.0,0.273,0.144,174.383,33,43,227987,3
3173,2013,Florida Georgia Line,Here's To The Good Times,0.525,0.933,9,-3.652,1,0.038,0.0212,0.0,0.0712,0.653,142.073,40,83,249293,4
3174,2012,The Killers,The Way It Was,0.661,0.8,1,-4.998,0,0.0246,0.0104,1.73e-05,0.0738,0.51,105.993,51,80,231160,4
3175,2009,The Jackson 5,Santa Claus Is Coming To Town,0.689,0.844,5,-2.106,1,0.0354,0.334,1.63e-05,0.113,0.953,146.842,48,73,144253,4
3176,2009,Jason Michael Carroll,Growing Up Is Getting Old,0.543,0.803,7,-4.504,1,0.0379,0.0533,0.0,0.302,0.668,145.986,30,56,189640,4
3177,2010,Brother Dege,Too Old to Die Young,0.743,0.596,2,-5.933,0,0.0287,0.0749,0.00028,0.203,0.743,111.994,52,48,224053,4
3178,2014,Johnny Flynn,Detectorists (Original Soundtrack from the TV Series),0.419,0.233,4,-11.194,1,0.0317,0.361,0.00135,0.11,0.203,106.08,50,52,125945,4
3179,2007,Chris Brown,Gimme Whatcha Got,0.496,0.831,11,-5.89,1,0.131,0.0428,0.0,0.328,0.703,93.047,34,89,228133,4
3180,2005,Eitan Katz,Eishes Chayil,0.572,0.242,9,-10.491,0,0.0295,0.764,0.0,0.0978,0.263,108.099,31,36,299160,3
3181,2016,Weiss (UK),You're Sunshine,0.462,0.921,1,-6.578,1,0.0421,0.00859,0.00962,0.136,0.395,122.985,53,59,176098,4
3182,2004,Los Fabulosos Cadillacs,Calaveras y Diablitos,0.701,0.46,9,-6.141,1,0.0421,0.511,9.84e-05,0.214,0.853,92.725,54,70,264027,4
3183,2002,The Goo Goo Dolls,What A Scene,0.344,0.975,7,-2.819,1,0.065,0.000315,8.5e-05,0.181,0.245,96.104,32,73,267173,4
3184,2013,Childish Gambino,II. No Exit,0.699,0.572,10,-8.417,0,0.383,0.701,0.00274,0.188,0.164,92.191,50,82,171773,4
3185,2003,Massive Attack,Small Time Shot Away,0.47,0.333,2,-14.765,0,0.0299,0.62,0.895,0.129,0.0314,110.026,34,68,479440,4
3186,2014,Carlos Vives,Ella Es Mi Fiesta,0.671,0.872,1,-4.529,0,0.0701,0.0622,0.0,0.0917,0.757,116.96,51,77,246733,4
3187,2011,Various Artists,Ravel : Jeux d'eaux,0.33,0.202,6,-21.425,0,0.0374,0.986,0.912,0.173,0.0366,115.703,35,8,336573,3
3188,2017,Lil Baby,Option,0.828,0.611,3,-6.559,0,0.162,0.0205,0.0,0.0663,0.552,134.0,57,91,256133,4
3189,2015,Citizen Shade,If You Want,0.6,0.439,9,-6.251,1,0.0311,0.572,3.68e-05,0.0748,0.241,82.942,38,39,211601,4
3190,2003,Lionel Richie,Easy - Single Version,0.581,0.529,10,-9.664,0,0.0289,0.222,0.00166,0.11,0.328,132.336,36,72,254760,4
3191,2003,Luther Vandross,If This World Were Mine (feat. Luther Vandross) - Single Version,0.4,0.405,9,-9.836,1,0.0387,0.668,0.0,0.099,0.346,123.42,27,66,239867,4
3192,2013,Leandro Ríos,Sonora y Sus Ojos Negros,0.675,0.511,7,-4.301,1,0.0483,0.593,0.0,0.0474,0.87,93.289,43,53,159040,4
3193,2001,Deuter,Illumination,0.192,0.0839,9,-21.986,0,0.0414,0.934,0.891,0.119,0.0372,67.706,26,61,1660267,4
3194,2001,Fear Factory,What Will Become,0.627,0.82,4,-4.21,1,0.115,0.00326,4.71e-06,0.437,0.286,115.546,31,55,203827,4
3195,2013,Andy Mineo,Shallow,0.631,0.782,9,-6.157,0,0.258,0.0409,0.0,0.301,0.501,145.778,32,68,286067,4
3196,2015,Dove Cameron,Better in Stereo - Theme Song Version,0.708,0.822,0,-3.411,1,0.0356,0.218,0.0,0.397,0.843,109.989,51,65,152573,4
3197,2000,Joe Jackson,The Harder They Come,0.629,0.735,10,-10.486,1,0.0359,0.02,7.25e-06,0.163,0.92,113.908,35,56,234040,4
3198,2015,Car Seat Headrest,Something Soon,0.547,0.469,11,-6.605,0,0.0307,0.0353,0.387,0.114,0.171,129.935,45,60,260427,4
3199,2016,A Tribe Called Quest,Melatonin,0.693,0.494,1,-8.801,1,0.143,0.291,0.055,0.101,0.418,94.254,49,71,284693,4
3200,2012,Passion Pit,"It's Not My Fault, I'm Happy",0.569,0.857,7,-5.571,1,0.0337,0.0101,0.0145,0.141,0.282,104.981,46,65,305680,4
3201,2001,Various Artists,I'm A Believer (Reprise) - Soundtrack Version,0.436,0.927,7,-5.233,1,0.0998,0.0697,0.0,0.383,0.451,160.932,42,8,72907,4
3202,2015,Aaron Watson,The Underdog,0.708,0.619,0,-6.611,1,0.0258,0.0679,6.73e-06,0.0837,0.568,106.935,39,60,271853,4
3203,2003,Talking Heads,Stay Up Late - Remastered,0.601,0.687,11,-5.779,0,0.0527,0.00686,0.000391,0.0343,0.943,111.464,25,71,222800,4
3204,2010,deadmau5,I Said - Michael Woods Remix,0.754,0.811,2,-5.057,1,0.0415,0.000233,0.755,0.127,0.0381,127.001,33,72,425357,4
3205,2012,Sidewalk Prophets,This Is Not Goodbye,0.446,0.39,0,-7.686,1,0.0319,0.756,0.0,0.127,0.448,77.525,42,56,245387,4
3206,2000,The Lyndhurst Orchestra,Patricide,0.19,0.0907,7,-21.054,0,0.0392,0.477,0.922,0.159,0.037,62.993,34,66,248067,4
3207,2008,Raphael Saadiq,Just One Kiss,0.636,0.805,1,-3.383,0,0.037,0.453,0.00928,0.136,0.557,95.994,36,58,152293,4
3208,2000,Pleasebeokay,"Honestly, Nobody Cares.",0.807,0.548,1,-7.877,1,0.739,0.839,0.00126,0.0924,0.233,82.987,30,29,167756,4
3209,2001,The Gourds,Gin and Juice,0.547,0.724,9,-6.818,1,0.0441,0.327,1.3e-06,0.108,0.806,120.357,51,43,383733,4
3210,2008,The Kings Of Frog Island,Welcome to the Void,0.349,0.759,11,-5.569,0,0.0397,0.00918,0.64,0.146,0.185,118.921,35,26,490480,4
3211,2012,Lana Del Rey,Blue Jeans,0.567,0.817,3,-4.387,1,0.0803,0.46,0.0,0.0823,0.549,117.905,51,84,209453,4
3212,2001,Jimmy Eat World,Hear You Me,0.48,0.55,4,-6.197,1,0.0262,0.0106,0.0308,0.241,0.123,135.959,55,68,282960,3
3213,2007,Fall Out Boy,"It's Hard To Say ""I Do"", When I Don't",0.425,0.954,10,-3.904,1,0.0868,0.0198,0.0,0.238,0.563,163.88,28,83,203773,4
3214,2013,Ron White,L.A. Beautiful/You're Beautiful/The Yellow Blur,0.577,0.43,3,-19.479,0,0.941,0.955,0.0,0.32,0.235,100.561,34,44,322322,3
3215,2010,Selena,Como La Flor,0.598,0.661,10,-4.834,1,0.03,0.153,0.000231,0.464,0.868,182.091,53,91,183000,4
3216,2011,Phil Wickham,O Holy Night,0.168,0.178,11,-14.698,1,0.0402,0.97,0.0,0.0883,0.285,183.403,32,66,260520,3
3217,2008,Underoath,The Created Void,0.272,0.893,9,-5.203,0,0.0783,0.000557,0.206,0.118,0.129,165.273,31,61,242147,3
3218,2005,The Main Ingredient,Just Don't Want To Be Lonely,0.549,0.493,7,-12.853,0,0.0382,0.787,0.000636,0.124,0.901,152.318,40,44,213187,4
3219,2012,Angels Fall,Angel,0.46,0.612,6,-5.839,1,0.0261,0.00435,1.31e-06,0.122,0.411,146.896,36,42,257293,4
3220,2002,Nas,Revolutionary Warfare,0.457,0.761,1,-5.615,1,0.272,0.029,0.0,0.0974,0.784,86.68,34,75,209080,4
3221,2015,Maroon 5,Maps,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,76,90,189960,4
3222,2001,Staind,Waste,0.443,0.538,5,-4.777,0,0.0342,0.0149,0.00878,0.097,0.366,105.122,36,67,236493,4
3223,2006,Regina Spektor,Lady,0.427,0.168,0,-10.469,0,0.051,0.976,0.000365,0.148,0.356,161.894,24,66,282360,1
3224,2009,Rascal Flatts,Summer Nights,0.539,0.885,2,-4.84,1,0.037,0.0202,0.0,0.571,0.699,102.089,51,73,242027,4
3225,2013,Various Artists,Will You Love Me Tomorrow,0.513,0.494,0,-5.072,1,0.0315,0.677,6.43e-05,0.143,0.521,135.894,36,8,162040,4
3226,2011,Ed Sheeran,Goodbye To You (feat. Dot Rotten),0.64,0.664,1,-7.812,1,0.152,0.267,0.0,0.329,0.275,140.007,42,93,330200,4
3227,2008,El Tri,Angel De La Guarda,0.571,0.783,7,-6.135,0,0.0322,0.217,4.44e-06,0.0611,0.834,117.067,31,64,263840,4
3228,2012,Jason Upton,A Hammer and an Awkward Nail (Live),0.281,0.423,7,-10.038,1,0.035,0.105,0.00619,0.078,0.068,113.736,36,55,456647,4
3229,2011,RUF Jugendreisen pres. Bahia Kings,Summer for me Summer for you (RUF Clubsong) - Beach Party Version,0.718,0.982,1,-4.649,1,0.2,0.193,0.0,0.689,0.758,129.96,37,33,225067,4
3230,2016,G Herbo,Pull Up,0.483,0.602,7,-6.38,1,0.221,0.117,0.0,0.251,0.276,92.734,53,70,208422,3
3231,2014,Beyoncé,Partition,0.447,0.439,11,-11.522,0,0.236,0.0275,0.0679,0.31,0.174,87.953,35,87,319467,4
3232,2016,Trap Capos,Me Pelea,0.742,0.771,6,-7.68,0,0.11,0.328,0.0,0.0789,0.514,145.988,50,67,274240,4
3233,2002,SOJA,Jah Atmosphere,0.75,0.353,4,-9.767,0,0.105,0.0241,0.00118,0.288,0.399,119.77,45,67,282000,4
3234,2012,Smile Empty Soul,Not Alike,0.539,0.909,1,-4.229,0,0.0366,1.82e-05,0.0481,0.08,0.605,95.958,36,63,182827,3
3235,2016,$uicideBoy$,Grayscale,0.77,0.819,0,-5.325,1,0.094,0.00866,9.11e-05,0.293,0.228,129.956,51,84,214230,4
3236,2017,Courtney Barnett,Over Everything,0.542,0.868,11,-4.581,0,0.037,0.114,0.0224,0.356,0.65,120.016,50,62,379853,4
3237,2003,Dane Cook,Slip 'n' Bleed,0.491,0.925,5,-9.412,1,0.917,0.494,0.0,0.796,0.108,67.158,26,51,59973,5
3238,2012,Various Artists,Geeked Up,0.87,0.402,0,-4.714,1,0.405,0.00771,0.0,0.128,0.503,91.042,37,8,216712,4
3239,2010,Miranda Cosgrove,Kissin U,0.624,0.86,0,-3.129,0,0.043,0.0119,0.0,0.0598,0.521,110.018,57,52,199693,4
3240,2008,Plies,I'm Da Man [feat. Trey Songz],0.732,0.503,8,-7.773,1,0.0592,0.0182,0.0,0.155,0.161,119.989,35,66,228987,4
3241,2003,Spineshank,Tear Me Down,0.547,0.943,6,-4.715,1,0.042,6.2e-05,0.0478,0.177,0.715,134.772,27,47,222813,4
3242,2012,Trey Songz,Heart Attack,0.608,0.863,11,-4.87,1,0.131,0.0593,0.0,0.228,0.476,150.029,51,79,233147,4
3243,2016,Dirty Heads,That's All I Need,0.765,0.657,11,-6.394,0,0.0829,0.0175,0.0,0.345,0.553,91.998,46,69,213147,4
3244,2007,Between The Buried And Me,Foam Born (A) The Backtrack,0.423,0.462,10,-7.628,0,0.0962,0.00258,0.0949,0.099,0.182,120.247,35,52,133813,3
3245,2008,Carlos Baute,Colgando en tus manos (con Marta Sánchez),0.834,0.65,6,-4.276,1,0.0372,0.532,0.0,0.128,0.877,120.008,59,67,232680,4
3246,2011,Kashmere Stage Band,Headwiggle,0.481,0.928,11,-5.808,0,0.263,0.0154,0.74,0.132,0.575,138.953,33,38,258920,4
3247,2017,Banda Sinaloense MS de Sergio Lizárraga,A Mi Tambien Me Vale,0.775,0.361,0,-7.798,1,0.073,0.487,0.0,0.128,0.909,144.855,54,82,198320,3
3248,2014,Trevor Hall,Kabir,0.505,0.444,5,-9.541,1,0.0265,0.11,8.84e-06,0.086,0.51,80.012,38,62,238532,4
3249,2016,Curtis Grimes,From Where I'm Standing,0.597,0.685,3,-6.163,1,0.0271,0.655,2.6e-06,0.121,0.49,137.973,52,48,191840,4
3250,2008,Glasvegas,Daddy's Gone,0.296,0.695,9,-7.172,1,0.0383,0.000865,2e-06,0.116,0.302,113.53,43,47,262360,4
3251,2006,Jeannie Ortega,Crowded,0.812,0.829,1,-1.734,1,0.277,0.192,5.49e-06,0.105,0.557,94.027,27,21,187400,4
3252,2014,MercyMe,Flawless,0.499,0.814,9,-2.543,1,0.0293,0.208,0.0,0.0777,0.509,102.014,55,65,255640,4
3253,2006,Sublime,Doin' Time - Uptown Dub,0.417,0.699,7,-5.251,0,0.0528,0.00207,0.761,0.106,0.628,167.209,31,73,227387,4
3254,2000,Giovanni Rios,"Que Bueno , Que Bonito",0.826,0.692,0,-9.592,0,0.042,0.152,0.000193,0.0595,0.917,146.57,24,37,239584,4
3255,2012,Danny Brown,XXX,0.495,0.875,10,-4.707,0,0.202,0.181,0.0,0.0862,0.358,109.081,41,64,110487,5
3256,2002,Cam’ron,Dead Or Alive,0.752,0.794,7,-6.048,1,0.251,0.00208,2.07e-05,0.188,0.895,160.266,27,65,247060,4
3257,2016,Caleb Hyles,Discord - The Living Tombstone Remix,0.78,0.601,8,-9.132,0,0.0433,0.0852,0.0,0.163,0.539,105.035,55,57,137770,4
3258,2007,Toño Y Freddy,Brebaje,0.73,0.498,7,-4.32,1,0.0312,0.589,0.0,0.349,0.961,132.487,35,38,174067,4
3259,2008,Low Motion Disco,Things Are Gonna Get Easier,0.646,0.733,0,-9.197,0,0.038,0.653,0.813,0.15,0.637,141.995,35,25,375920,4
3260,2009,Los Horóscopos De Durango,Como Tu Mujer,0.821,0.507,11,-5.078,1,0.0456,0.234,2.19e-06,0.0909,0.951,126.703,29,54,160600,4
3261,2005,The Irish Rovers,Haul Away Joe,0.75,0.676,5,-3.248,1,0.108,0.618,0.0,0.283,0.376,89.598,29,52,117467,4
3262,2000,The Glands,breathe out,0.565,0.568,2,-7.655,1,0.114,0.62,0.0981,0.0555,0.505,95.841,24,43,195720,4
3263,2010,Brandon Flowers,Jilted Lovers & Broken Hearts,0.556,0.905,8,-4.265,1,0.105,0.0442,6.77e-05,0.0858,0.581,139.538,42,54,280493,4
3264,2001,Captain & Tennille,Lonely Night (Angel Face),0.567,0.609,0,-10.426,1,0.227,0.478,0.0,0.138,0.685,122.357,18,54,197573,4
3265,2001,Stone Temple Pilots,Bi-Polar Bear,0.487,0.728,7,-8.303,1,0.0419,0.0276,0.112,0.109,0.338,76.032,28,69,304933,4
3266,2008,Shaggy,Boombastic,0.854,0.793,2,-8.25,1,0.25,0.238,1.27e-05,0.356,0.796,158.554,51,74,250200,4
3267,2003,Henry Purcell,"Purcell: Dido and Aeneas, Z. 626: Overture (Adagio - Allegro moderato)",0.448,0.343,11,-22.028,0,0.0451,0.88,0.762,0.237,0.377,99.602,37,53,133067,4
3268,2006,Rose,Sombre Con,0.753,0.517,6,-8.867,1,0.0519,0.603,9.52e-06,0.229,0.453,110.098,47,82,214693,4
3269,2016,Los De Guamuchil,El Gallito (En Vivo),0.617,0.536,0,-4.047,1,0.0747,0.439,0.0,0.0977,0.925,130.412,58,55,172181,3
3270,2014,Lenny Cooper,Redneck Country Song (feat. Bucky Covington),0.56,0.849,4,-3.955,1,0.0509,0.0461,0.0,0.2,0.812,75.075,36,51,210653,4
3271,2003,Wah!,Bolo Ram,0.289,0.283,0,-12.697,1,0.0278,0.566,0.665,0.109,0.0386,96.919,32,52,922587,4
3272,2015,Format:B,Chunky,0.803,0.858,10,-4.019,1,0.0538,0.0111,0.096,0.0766,0.862,121.989,58,9,158115,4
3273,2003,Various Artists,Summer Nights - From “Grease” Soundtrack,0.627,0.708,2,-6.116,1,0.0675,0.64,0.000145,0.252,0.581,124.273,42,8,214920,4
3274,2011,The Echelon Effect,Your First Light My Eventide,0.502,0.649,5,-10.395,1,0.0305,0.629,0.746,0.115,0.224,130.057,54,58,310137,4
3275,2009,Various Artists,"Breaking Free - From ""High School Musical""/Soundtrack Version",0.568,0.696,0,-3.724,0,0.0422,0.0636,0.0,0.171,0.295,108.028,39,8,205250,4
3276,2015,Hillsong Kids Jr.,Lead Me To The Cross,0.563,0.172,7,-20.172,1,0.0419,0.988,0.923,0.119,0.277,150.012,41,54,285093,4
3277,2013,Toro y Moi,Rose Quartz,0.752,0.482,0,-12.355,0,0.0312,0.075,0.671,0.313,0.416,109.968,53,64,253108,4
3278,2002,Carrie Newcomer,The Gathering of Spirits,0.634,0.431,9,-7.674,1,0.0395,0.827,0.0,0.129,0.457,81.446,26,31,218600,4
3279,2017,T3R Elemento,El Compa Angel (feat. Salazar Y Su Nueva Eskuela),0.682,0.724,0,-3.996,1,0.0718,0.468,7.89e-06,0.275,0.839,124.529,47,76,209738,4
3280,2007,"Slim Thug, Boss Hogg Outlawz",Ride On 4's,0.629,0.7,2,-4.505,1,0.114,0.00392,1.26e-05,0.368,0.385,130.304,29,18,291160,4
3281,2008,Various Artists,Someday We'll Be Together,0.676,0.705,1,-6.796,1,0.0278,0.108,2.72e-06,0.0565,0.805,107.214,33,8,211773,4
3282,2011,Chicas Latinas,Tu Me Haces Falta - Bachata Urbana,0.895,0.746,5,-3.558,0,0.0394,0.212,0.000218,0.134,0.8,129.843,36,24,280138,4
3283,2003,Phil Collins,"On My Way - From ""Brother Bear""/Soundtrack Version",0.61,0.698,7,-8.616,1,0.028,0.284,3.63e-05,0.34,0.467,102.004,50,78,220293,4
3284,2006,Yellowcard,Lights And Sounds,0.344,0.972,11,-3.675,0,0.116,8.48e-05,0.0,0.293,0.387,167.819,59,65,208187,4
3285,2013,Shadow Child,23,0.919,0.929,8,-4.545,1,0.0963,0.021,0.911,0.322,0.412,124.013,47,50,341613,4
3286,2012,Los Panchos,Piel Canela,0.806,0.418,3,-9.597,1,0.0337,0.937,0.000134,0.147,0.685,110.776,45,62,160467,4
3287,2001,Luis Santiago,Soy Aquel,0.494,0.736,9,-4.599,0,0.0301,0.177,0.0,0.0763,0.301,154.714,43,46,248765,4
3288,2012,Steven Curtis Chapman,Dive,0.675,0.908,8,-4.42,1,0.0528,0.0693,6.32e-06,0.538,0.856,108.041,33,54,238827,4
3289,2000,Inner Voices,All My Love,0.727,0.271,10,-15.939,1,0.0384,0.46,0.0,0.151,0.449,125.995,36,29,378293,4
3290,2009,Kid Cudi,Enter Galactic (Love Connection Part I),0.77,0.716,10,-7.884,0,0.0412,0.158,0.000324,0.472,0.79,119.997,47,78,260200,4
3291,2011,Vulfpeck,Prom,0.584,0.418,6,-13.226,1,0.0635,0.535,0.703,0.142,0.448,78.75,40,66,240423,4
3292,2016,Eric Bellinger,G.O.A.T.,0.467,0.636,7,-6.96,1,0.201,0.0232,0.0,0.138,0.419,135.014,69,68,184905,4
3293,2000,Eminem,I'm Back,0.887,0.597,11,-4.011,0,0.226,0.0117,2.79e-05,0.306,0.843,90.021,55,96,309760,4
3294,2002,Jay Chou,暗號,0.724,0.564,4,-6.881,1,0.0308,0.503,2.49e-05,0.203,0.529,125.988,42,73,268560,4
3295,2008,Thrice,Silver Wings,0.261,0.455,3,-12.761,1,0.0428,0.505,0.793,0.0983,0.0349,152.307,28,64,130920,4
